ID,Parent,Child,TrueOrFalse
0,propertyPurchaseValue,stampDutyTaxBand,true
1,rentalGrowth,rentalIncomeT+1,true
2,propertyExpensesGrowth,otherPropertyExpensesT+1,true
3,propertyExpenses,rentalGrossProfit,true
4,rentalNetProfitBeforeInterest,netProfit,true
5,capitalGrowth,capitalGains,true
6,rentalIncome,stampDutyTaxBand,false
7,rentalNetProfitBeforeInterest,rentalIncomeT+1,false
8,propertyManagement,stampDutyTax,false
9,rentalGrossYield,incomeTax,false
10,otherPropertyExpensesT+1,propertyValueT+1,false
11,actualRentalIncome,interestTaxRelief,false
