ID,Parent,Child,TrueOrFalse
0,interest,interestTaxRelief,true
1,interestRate,interest,true
2,actualRentalIncome,rentalGrossYield,true
3,propertyPurchaseValue,capitalGains,true
4,otherInterestFees,interest,true
5,rentalIncomeLoss%,actualRentalIncome,true
6,rentalIncomeLoss%,rentalGrossProfit,false
7,rentalIncomeT+1,interest,false
8,propertyExpensesGrowth,actualRentalIncome,false
9,propertyExpenses,interest,false
10,interest,stampDutyTaxBand,false
11,borrowing,interestTaxRelief,false
12,interestTaxRelief,rentalNetProfitBeforeInterest,false
13,propertyExpensesGrowth,rentalGrossProfit,false
14,otherInterestFees,actualRentalIncome,false
15,rentalNetProfitBeforeInterest,otherPropertyExpensesT+1,false
16,netProfit,actualRentalIncome,false
17,otherPropertyExpenses,propertyPurchaseValue,false
