ID,Parent,Child,TrueOrFalse
0,propertyExpensesGrowth,otherPropertyExpensesT+1,true
1,rentalGrowth,rentalIncomeT+1,true
2,rentalIncomeLoss%,actualRentalIncome,true
3,actualRentalIncome,rentalIncomeT+1,true
4,propertyPurchaseValue,capitalGains,true
5,actualRentalIncome,rentalGrossYield,true
6,rentalIncomeLoss%,rentalGrowth,false
7,rentalGrowth,incomeTax,false
8,incomeTax,propertyPurchaseValue,false
9,rentalIncomeT+1,rentalIncomeLoss%,false
10,stampDutyTaxBand,propertyPurchaseValue,false
11,stampDutyTaxBand,propertyExpenses,false
12,propertyPurchaseValue,rentalIncomeT+1,false
13,capitalGains,propertyPurchaseValue,false
14,interestTaxRelief,interest,false
15,interestRate,rentalNetProfitBeforeInterest,false
16,propertyExpenses,stampDutyTax,false
17,rentalIncomeLoss%,interest,false
