ID,Parent,Child,TrueOrFalse
0,interest,interestTaxRelief,true
1,actualRentalIncome,rentalGrossYield,true
2,rentalGrowth,rentalIncomeT+1,true
3,propertyExpenses,rentalGrossProfit,true
4,propertyPurchaseValue,LTV,true
5,borrowing,LTV,true
6,rentalIncome,actualRentalIncome,true
7,propertyManagement,propertyExpenses,true
8,propertyPurchaseValue,propertyValueT+1,true
9,capitalGains,propertyValueT+1,true
10,rentalGrossProfit,rentalNetProfitBeforeInterest,true
11,stampDutyTaxBand,stampDutyTax,true
12,otherPropertyExpenses,propertyExpenses,true
13,actualRentalIncome,propertyExpenses,true
14,propertyPurchaseValue,rentalGrossYield,true
15,capitalGrowth,capitalGains,true
16,propertyPurchaseValue,propertyExpensesGrowth,false
17,LTV,propertyExpenses,false
18,propertyPurchaseValue,actualRentalIncome,false
19,actualRentalIncome,interestRate,false
20,netProfit,rentalGrowth,false
21,rentalIncome,interestRate,false
22,stampDutyTax,propertyManagement,false
23,rentalGrossProfit,borrowing,false
24,rentalIncomeT+1,propertyExpenses,false
25,netProfit,actualRentalIncome,false
26,LTV,interestTaxRelief,false
27,otherPropertyExpensesT+1,propertyManagement,false
28,interest,actualRentalIncome,false
29,borrowing,rentalIncomeLoss%,false
30,capitalGrowth,rentalIncome,false
31,incomeTax,actualRentalIncome,false
