ID,Variable1,Dependency,Variable2
1,rentalGrossProfit,->,rentalNetProfitBeforeInterest
2,actualRentalIncome,->,rentalGrossProfit
3,actualRentalIncome,->,rentalIncomeT+1
4,actualRentalIncome,->,rentalIncome
5,otherPropertyExpenses,->,otherPropertyExpensesT+1
6,propertyPurchaseValue,->,stampDutyTaxBand
7,stampDutyTaxBand,->,rentalGrossYield
8,stampDutyTaxBand,->,LTV
9,stampDutyTaxBand,->,stampDutyTax
10,stampDutyTax,->,propertyValueT+1
11,capitalGrowth,->,capitalGains
12,interest,->,interestTaxRelief
