ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,rentalNetProfitBeforeInterest,->,netProfit
9,propertyPurchaseValue,->,propertyValueT+1
10,propertyPurchaseValue,->,stampDutyTaxBand
11,propertyPurchaseValue,->,stampDutyTax
12,stampDutyTaxBand,->,rentalGrossYield
13,stampDutyTaxBand,->,LTV
14,capitalGains,->,capitalGrowth
15,interestTaxRelief,->,interestRate
16,interest,->,interestTaxRelief
17,borrowing,->,LTV
18,borrowing,->,interest
