ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,otherPropertyExpensesT+1
7,propertyPurchaseValue,->,propertyValueT+1
8,propertyPurchaseValue,->,stampDutyTaxBand
9,propertyPurchaseValue,->,stampDutyTax
10,LTV,->,borrowing
11,stampDutyTaxBand,->,rentalGrossYield
12,capitalGains,->,capitalGrowth
13,otherPropertyExpensesT+1,->,propertyExpenses
14,interestTaxRelief,->,interest
15,interestTaxRelief,->,interestRate
