ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,otherPropertyExpenses,->,propertyExpenses
6,otherPropertyExpenses,->,otherPropertyExpensesT+1
7,rentalNetProfitBeforeInterest,->,netProfit
8,rentalIncome,->,actualRentalIncome
9,propertyPurchaseValue,->,stampDutyTaxBand
10,propertyPurchaseValue,->,stampDutyTax
11,LTV,->,borrowing
12,propertyValueT+1,->,propertyPurchaseValue
13,stampDutyTaxBand,->,rentalGrossYield
14,stampDutyTaxBand,->,LTV
15,capitalGrowth,->,capitalGains
16,interestTaxRelief,->,interestRate
17,interest,->,interestTaxRelief
