ID,Variable1,Dependency,Variable2
1,rentalGrossProfit,->,rentalNetProfitBeforeInterest
2,actualRentalIncome,->,rentalGrossProfit
3,actualRentalIncome,->,rentalIncomeT+1
4,otherPropertyExpenses,->,propertyExpenses
5,otherPropertyExpenses,->,otherPropertyExpensesT+1
6,rentalIncome,->,actualRentalIncome
7,propertyPurchaseValue,->,propertyValueT+1
8,propertyPurchaseValue,->,stampDutyTaxBand
9,stampDutyTaxBand,->,rentalGrossYield
10,stampDutyTaxBand,->,stampDutyTax
11,capitalGains,->,capitalGrowth
12,interest,->,interestTaxRelief
13,borrowing,->,LTV
