ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,propertyPurchaseValue,->,stampDutyTaxBand
9,propertyPurchaseValue,->,stampDutyTax
10,LTV,->,borrowing
11,propertyValueT+1,->,propertyPurchaseValue
12,stampDutyTax,->,rentalGrossYield
13,stampDutyTax,->,LTV
14,capitalGains,->,capitalGrowth
15,interest,->,interestTaxRelief
