ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,propertyPurchaseValue,->,propertyValueT+1
9,propertyPurchaseValue,->,stampDutyTaxBand
10,LTV,->,borrowing
11,propertyValueT+1,->,stampDutyTax
12,stampDutyTaxBand,->,rentalGrossYield
13,capitalGains,->,capitalGrowth
14,interestTaxRelief,->,interestRate
15,interest,->,interestTaxRelief
