ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,otherPropertyExpenses,->,propertyExpenses
6,otherPropertyExpenses,->,otherPropertyExpensesT+1
7,rentalIncome,->,actualRentalIncome
8,propertyPurchaseValue,->,rentalGrossYield
9,propertyPurchaseValue,->,propertyValueT+1
10,propertyPurchaseValue,->,stampDutyTaxBand
11,stampDutyTaxBand,->,stampDutyTax
12,capitalGains,->,capitalGrowth
13,interestTaxRelief,->,interestRate
14,interest,->,interestTaxRelief
15,interest,->,borrowing
16,borrowing,->,LTV
17,borrowing,->,interest
