ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,otherPropertyExpenses,->,propertyExpenses
6,otherPropertyExpenses,->,otherPropertyExpensesT+1
7,rentalNetProfitBeforeInterest,->,netProfit
8,rentalIncome,->,actualRentalIncome
9,propertyPurchaseValue,->,propertyValueT+1
10,propertyPurchaseValue,->,stampDutyTaxBand
11,propertyPurchaseValue,->,stampDutyTax
12,LTV,->,borrowing
13,stampDutyTaxBand,->,rentalGrossYield
14,stampDutyTax,->,LTV
15,capitalGains,->,capitalGrowth
16,interestTaxRelief,->,interestRate
17,interest,->,interestTaxRelief
18,borrowing,->,interest
