ID,Variable1,Dependency,Variable2
1,rentalGrossProfit,->,rentalNetProfitBeforeInterest
2,actualRentalIncome,->,rentalGrossProfit
3,actualRentalIncome,->,rentalIncomeT+1
4,actualRentalIncome,->,rentalIncome
5,otherPropertyExpenses,->,propertyExpenses
6,otherPropertyExpenses,->,otherPropertyExpensesT+1
7,rentalNetProfitBeforeInterest,->,netProfit
8,propertyPurchaseValue,->,propertyValueT+1
9,propertyPurchaseValue,->,stampDutyTaxBand
10,stampDutyTaxBand,->,rentalGrossYield
11,stampDutyTaxBand,->,stampDutyTax
12,capitalGrowth,->,capitalGains
13,interest,->,interestTaxRelief
14,borrowing,->,LTV
