ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,rentalNetProfitBeforeInterest,->,netProfit
9,propertyPurchaseValue,->,propertyValueT+1
10,propertyPurchaseValue,->,stampDutyTaxBand
11,LTV,->,borrowing
12,stampDutyTaxBand,->,rentalGrossYield
13,stampDutyTaxBand,->,LTV
14,stampDutyTaxBand,->,stampDutyTax
15,capitalGains,->,capitalGrowth
16,interestTaxRelief,->,interestRate
17,interest,->,interestTaxRelief
