ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,otherPropertyExpensesT+1
7,rentalNetProfitBeforeInterest,->,netProfit
8,propertyPurchaseValue,->,propertyValueT+1
9,propertyPurchaseValue,->,stampDutyTaxBand
10,propertyPurchaseValue,->,stampDutyTax
11,LTV,->,borrowing
12,stampDutyTaxBand,->,rentalGrossYield
13,stampDutyTax,->,LTV
14,capitalGains,->,capitalGrowth
15,otherPropertyExpensesT+1,->,propertyExpenses
16,interestTaxRelief,->,interest
17,interestTaxRelief,->,interestRate
