ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,rentalNetProfitBeforeInterest,->,netProfit
8,propertyPurchaseValue,->,rentalGrossYield
9,propertyPurchaseValue,->,propertyValueT+1
10,propertyPurchaseValue,->,stampDutyTaxBand
11,LTV,->,borrowing
12,stampDutyTaxBand,->,LTV
13,stampDutyTaxBand,->,stampDutyTax
14,capitalGains,->,capitalGrowth
15,otherPropertyExpensesT+1,->,otherPropertyExpenses
16,interestTaxRelief,->,interestRate
17,interest,->,interestTaxRelief
