ID,Variable1,Dependency,Variable2
1,rentalGrossProfit,->,rentalNetProfitBeforeInterest
2,actualRentalIncome,->,rentalGrossProfit
3,actualRentalIncome,->,rentalIncomeT+1
4,otherPropertyExpenses,->,propertyExpenses
5,otherPropertyExpenses,->,otherPropertyExpensesT+1
6,rentalNetProfitBeforeInterest,->,netProfit
7,rentalIncomeT+1,->,rentalIncome
8,propertyPurchaseValue,->,propertyValueT+1
9,propertyPurchaseValue,->,stampDutyTaxBand
10,stampDutyTaxBand,->,rentalGrossYield
11,stampDutyTaxBand,->,stampDutyTax
12,capitalGrowth,->,capitalGains
13,interest,->,interestTaxRelief
14,borrowing,->,LTV
