ID,Variable1,Variable2,TrueOrFalse
0,ViolentConvRateGivenProt,ViolentConvictions,true
1,DrugTreatmentGivenRFAT,EcstasyPT,true
2,EmploymentOrTraining,DomesticStability,true
3,ResponsivenessToTreatment,AnxietyPT,true
4,Intelligence,AbilityToCope,true
5,AlcoholDependence,ResponseToTreatGivenAlcDep,true
6,Victimisation,ProblematicLifeEvents,true
7,HallucinationsPT,MentalIllnessSymptomCount,true
8,SubstanceUse,SubstanceMisuseDL,true
9,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
10,ResponsivenessToTreatment,PCLRfactor1,true
11,LivingCircumstances,SocialProtectiveObs,true
12,ResponseToTreatGivenDrugDep,CannabisPT,true
13,ParanoidDelusions,ParanoidDelusionsPT,true
14,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
15,CannabisDuringPrisonSentence,CannabisDependence,true
16,ResponsivenessToTreatment,DepressionPT,true
17,SymptomsOfMentalIllness,StrangeExperiences,true
18,PsychiatricTreatmentGivenRFAT,DepressionPT,true
19,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
20,Education,EmploymentOrTraining,true
21,SocialWithdraw,CriminalNetwork,true
22,Violence,prioracq,true
23,HazardousDrinkingPT,SubstanceUse,true
24,CocaineAfterRelease,CocainePT,true
25,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
26,SocialWithdraw,SocialProtectiveObs,true
27,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
28,MentalIllnessSymptomCount,ThoughtInsertionPT,false
29,Intelligence,CocaineAfterRelease,false
30,ResponseToTreatGivenAlcDep,EcstasyBeforePrisonSentence,false
31,ViolentConvictionsRate,HallucinationsPT,false
32,ResponseToTreatGivenAlcDep,ViolentConvictions,false
33,CannabisDuringPrisonSentence,ComplianceWithSupervision,false
34,ResponsivenessToTreatment,NegativeAttitude,false
35,Hallucinations,HazardousDrinkingPT,false
36,FinancialDifficulties,CannabisAfterRelease,false
37,BPD,DepressionPT,false
38,Victimisation,PsychiatricTreatmentGivenRFAT,false
39,CannabisPT,PCLRfactor1,false
40,LivingCircumstances,CriminalFamilyBackground,false
41,CocaineBeforePrisonSentence,ViolentConvRateGivenProt,false
42,CocaineDependence,AlcoholDependence,false
43,ProblematicLifeEvents,CannabisDuringPrisonSentence,false
44,GangMember,AlcoholTreatment,false
45,Stress,Hallucinations,false
46,ViolentThoughts,Impulsivity,false
47,pclrscore,AlcoholTreatmentGivenRFAT,false
48,Intelligence,NegativeAttitude,false
49,NegativeAttitude,DepressionPT,false
50,AngerPT,Gender,false
51,PsychiatricTreatment,ParanoidDelusions,false
52,Hallucinations,EmploymentOrTraining,false
53,CannabisDependence,TimeAtRisk,false
54,StrangeExperiences,CocaineDependence,false
55,HallucinationsPT,ThoughtInsertion,false
