ID,Variable1,Variable2,TrueOrFalse
0,ViolentConvictions,Violence,true
1,ComplianceWithSupervision,NegativeAttitude,true
2,SymptomsOfMentalIllness,ThoughtInsertion,true
3,HazardousDrinkingPT,SubstanceUse,true
4,AttitudeDL,ViolentConvictionsRate,true
5,CriminalNetwork,CriminalAttitude,true
6,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
7,ResponseToTreatGivenDrugDep,EcstasyPT,true
8,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
9,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
10,ResponsivenessToTreatment,PCLRfactor1,true
11,CocaineDependence,AnyDrugDependence,true
12,CannabisDuringPrisonSentence,CannabisAfterRelease,true
13,ResponsivenessToTreatment,StrangeExperiencesPT,true
14,AnxietyPT,MentalIllnessSymptomCount,true
15,ViolentConvRateGivenProt,ViolentConvictions,true
16,SocialWithdraw,SocialProtectiveObs,true
17,TimeAtRisk,ViolentConvictions,true
18,StrangeExperiences,StrangeExperiencesPT,true
19,ViolentConvictionsRate,ViolentConvRateGivenProt,true
20,Education,Intelligence,true
21,CocaineDuringPrisonSentence,CocaineAfterRelease,true
22,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
23,BPD,Impulsivity,true
24,GangMember,CriminalAttitude,true
25,SocialWithdraw,CriminalNetwork,true
26,DepressionPT,MentalIllnessSymptomCount,true
27,ResponsivenessToTreatment,AnxietyPT,true
28,CocaineBeforePrisonSentence,Age,false
29,ThoughtInsertion,Education,false
30,PCLRfacet3,Stress,false
31,CriminalFamilyBackground,Anger,false
32,Victimisation,GangMember,false
33,PCLRfacet3,ThoughtInsertion,false
34,Education,EcstasyAfterRelease,false
35,LivingCircumstances,CannabisBeforePrisonSentence,false
36,ResponseToTreatGivenDrugDep,ThoughtInsertion,false
37,HazardousDrinkingAfterRelease,DrugTreatmentGivenRFAT,false
38,CocaineDependence,ParanoidDelusionsPT,false
39,DomesticStability,Intelligence,false
40,CocaineBeforePrisonSentence,EcstasyBeforePrisonSentence,false
41,AngerManagement,DrugTreatmentGivenRFAT,false
42,AnxietyPT,EmploymentOrTraining,false
43,AlcoholTreatmentGivenRFAT,ASPD,false
44,CocainePT,ParanoidDelusionsPT,false
45,DomesticStability,SymptomsOfMentalIllness,false
46,SymptomsOfMentalIllness,Violence,false
47,prioracq,Education,false
48,Anxiety,SymptomsOfMentalIllness,false
49,AlcoholDependence,ViolentConvictionsRate,false
50,CriminalAttitude,AlcoholTreatment,false
51,Impulsivity,Age,false
52,pclrscore,prioracq,false
53,CannabisPT,Intelligence,false
54,MentalIllnessDL,HazardousDrinkingPT,false
55,Age,Gender,false
