ID,Variable1,Variable2,TrueOrFalse
0,CannabisPT,SubstanceUse,true
1,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
2,Impulsivity,PCLRfacet3,true
3,AngerPT,ViolentThoughts,true
4,EcstasyPT,SubstanceUse,true
5,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
6,HallucinationsPT,MentalIllnessSymptomCount,true
7,EcstasyDuringPrisonSentence,EcstasyDependence,true
8,Intelligence,AbilityToCope,true
9,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
10,CocaineDependence,AnyDrugDependence,true
11,CocaineDuringPrisonSentence,CocaineAfterRelease,true
12,SymptomsOfMentalIllness,Anxiety,true
13,DrugTreatmentGivenRFAT,CannabisPT,true
14,EcstasyDependence,AnyDrugDependence,true
15,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
16,ASPD,PCLRfactor2,true
17,GangMember,CriminalAttitude,true
18,CriminalNetwork,GangMember,true
19,CannabisDependence,AnyDrugDependence,true
20,CocaineAfterRelease,CocainePT,true
21,AngerManagement,AngerManagementGivenRFAT,true
22,ASPD,Impulsivity,true
23,ViolentThoughts,AggressionDL,true
24,Violence,Age,true
25,HazardousDrinkingAfterRelease,AlcoholDependence,true
26,Anxiety,AnxietyPT,true
27,SymptomsOfMentalIllness,StrangeExperiences,true
28,EcstasyAfterRelease,ParanoidDelusions,false
29,CocaineBeforePrisonSentence,AggressionDL,false
30,ResponseToTreatGivenAlcDep,ViolentConvRateGivenProt,false
31,CannabisAfterRelease,AlcoholTreatmentGivenRFAT,false
32,CocaineBeforePrisonSentence,Intelligence,false
33,AngerManagement,PCLRfacet3,false
34,ThoughtInsertionPT,NegativeAttitude,false
35,AnxietyPT,BPD,false
36,PriorViolentConvictions,CannabisDependence,false
37,CocaineAfterRelease,AngerPT,false
38,SocialProtectiveObs,AlcoholTreatmentGivenRFAT,false
39,ViolentConvictionsRate,DrugTreatment,false
40,AngerManagementGivenRFAT,CriminalNetwork,false
41,HallucinationsPT,SymptomsOfMentalIllness,false
42,EcstasyPT,CocaineAfterRelease,false
43,AngerManagementGivenRFAT,Education,false
44,Victimisation,ResponseToTreatGivenDrugDep,false
45,Intelligence,PCLRfactor1,false
46,AttitudeDL,ViolentThoughts,false
47,AlcoholDependence,EcstasyAfterRelease,false
48,CriminalFamilyBackground,Education,false
49,ViolentThoughts,FinancialDifficulties,false
50,CannabisBeforePrisonSentence,CannabisPT,false
51,MentalIllnessSymptomCount,AbilityToCope,false
52,Gender,Hallucinations,false
53,ProblematicLifeEvents,HallucinationsPT,false
54,PCLRfactor1,AngerManagementGivenRFAT,false
55,AngerPT,SubstanceUse,false
