ID,Variable1,Variable2,TrueOrFalse
0,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
1,Violence,PriorViolentConvictions,true
2,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
3,EcstasyAfterRelease,EcstasyPT,true
4,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
5,LivingCircumstances,DomesticStability,true
6,Violence,prioracq,true
7,Victimisation,ViolentThoughts,true
8,AngerPT,BPD,true
9,DrugTreatment,DrugTreatmentGivenRFAT,true
10,CriminalNetwork,CriminalAttitude,true
11,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
12,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
13,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
14,PsychiatricTreatmentGivenRFAT,DepressionPT,true
15,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
16,SymptomsOfMentalIllness,Anxiety,true
17,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
18,EmploymentOrTraining,FinancialDifficulties,true
19,GangMember,Victimisation,true
20,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
21,ASPD,Impulsivity,true
22,CannabisDuringPrisonSentence,CannabisAfterRelease,true
23,ResponsivenessToTreatment,AngerPT,true
24,ResponseToTreatGivenDrugDep,EcstasyPT,true
25,Intelligence,ResponsivenessToTreatment,true
26,CannabisDependence,AnyDrugDependence,true
27,SocialProtectiveObs,ViolentConvRateGivenProt,true
28,CocaineBeforePrisonSentence,SubstanceUse,false
29,SubstanceUse,DepressionPT,false
30,CocaineDependence,ASPD,false
31,AbilityToCope,CocaineDependence,false
32,CocaineDuringPrisonSentence,Hallucinations,false
33,StrangeExperiencesPT,PCLRfactor2,false
34,DomesticStability,AnyDrugDependence,false
35,CocainePT,CocaineDuringPrisonSentence,false
36,ResponseToTreatGivenAlcDep,PCLRfactor2,false
37,AngerPT,Anger,false
38,FinancialDifficulties,AggressionDL,false
39,CocaineBeforePrisonSentence,Violence,false
40,LivingCircumstances,AttitudeDL,false
41,CocaineDependence,Impulsivity,false
42,HazardousDrinkingPT,AbilityToCope,false
43,SocialWithdraw,AlcoholTreatment,false
44,AngerManagementGivenRFAT,ParanoidDelusionsPT,false
45,CannabisDependence,Victimisation,false
46,StrangeExperiences,ViolentConvictionsRate,false
47,HazardousDrinkingPT,CocainePT,false
48,ResponseToTreatGivenAlcDep,EcstasyPT,false
49,pclrscore,PCLRfacet3,false
50,PriorViolentConvictions,EcstasyDependence,false
51,MentalIllnessDL,SymptomsOfMentalIllness,false
52,FinancialDifficulties,ResponseToTreatGivenAlcDep,false
53,PCLRfactor2,SubstanceMisuseDL,false
54,ComplianceWithSupervision,EcstasyDependence,false
55,GangMember,DrugTreatmentGivenRFAT,false
