ID,Variable1,Variable2,TrueOrFalse
0,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
1,NegativeAttitude,AttitudeDL,true
2,PsychiatricTreatmentGivenRFAT,HallucinationsPT,true
3,SocialWithdraw,CriminalNetwork,true
4,Anxiety,AnxietyPT,true
5,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
6,CannabisAfterRelease,CannabisPT,true
7,MentalIllnessDL,ViolentConvictionsRate,true
8,DepressionPT,SocialWithdraw,true
9,Violence,prioracq,true
10,AbuseNeglectAsChild,BPD,true
11,ResponseToTreatGivenDrugDep,CannabisPT,true
12,Impulsivity,PCLRfacet3,true
13,TimeAtRisk,ViolentConvictions,true
14,SymptomsOfMentalIllness,Anxiety,true
15,EcstasyAfterRelease,EcstasyPT,true
16,AnxietyPT,MentalIllnessSymptomCount,true
17,SymptomsOfMentalIllness,StrangeExperiences,true
18,AngerPT,ASPD,true
19,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
20,DrugTreatment,DrugTreatmentGivenRFAT,true
21,Impulsivity,AggressionDL,true
22,BPD,Impulsivity,true
23,AngerPT,BPD,true
24,LivingCircumstances,SocialProtectiveObs,true
25,DrugTreatmentGivenRFAT,CannabisPT,true
26,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
27,CriminalNetwork,CriminalAttitude,true
28,SymptomsOfMentalIllness,DrugTreatmentGivenRFAT,false
29,LivingCircumstances,StrangeExperiencesPT,false
30,SubstanceMisuseDL,DomesticStability,false
31,CriminalAttitude,CannabisPT,false
32,Intelligence,CriminalAttitude,false
33,CannabisPT,CocaineDependence,false
34,Victimisation,ResponseToTreatGivenDrugDep,false
35,ParanoidDelusionsPT,Stress,false
36,Intelligence,CriminalNetwork,false
37,CannabisDuringPrisonSentence,PCLRfactor1,false
38,CannabisBeforePrisonSentence,prioracq,false
39,DepressionPT,AngerPT,false
40,CannabisPT,AngerManagement,false
41,Anger,ThoughtInsertionPT,false
42,CocaineBeforePrisonSentence,SubstanceUse,false
43,PCLRfactor2,SymptomsOfMentalIllness,false
44,PCLRfactor2,CriminalNetwork,false
45,AlcoholTreatment,CocaineDependence,false
46,AbilityToCope,FinancialDifficulties,false
47,EmploymentOrTraining,Education,false
48,CocaineDependence,Violence,false
49,AbuseNeglectAsChild,ViolentThoughts,false
50,Impulsivity,ThoughtInsertion,false
51,EcstasyDuringPrisonSentence,ParanoidDelusionsPT,false
52,HallucinationsPT,HazardousDrinkingPT,false
53,CannabisDependence,AbilityToCope,false
54,EcstasyAfterRelease,AbilityToCope,false
55,CocainePT,ResponseToTreatGivenDrugDep,false
