ID,Variable1,Variable2,TrueOrFalse
0,DrugTreatment,DrugTreatmentGivenRFAT,true
1,ResponsivenessToTreatment,ThoughtInsertionPT,true
2,Impulsivity,AggressionDL,true
3,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
4,ViolentConvictions,Violence,true
5,SymptomsOfMentalIllness,ThoughtInsertion,true
6,CocaineDependence,AnyDrugDependence,true
7,Violence,Gender,true
8,AbuseNeglectAsChild,ASPD,true
9,AlcoholDependence,ResponseToTreatGivenAlcDep,true
10,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
11,HallucinationsPT,MentalIllnessSymptomCount,true
12,CannabisBeforePrisonSentence,CannabisAfterRelease,true
13,CannabisAfterRelease,CannabisPT,true
14,ViolentConvRateGivenProt,ViolentConvictions,true
15,MentalIllnessSymptomCount,MentalIllnessDL,true
16,ResponsivenessToTreatment,DepressionPT,true
17,SubstanceMisuseDL,ViolentConvictionsRate,true
18,Education,Intelligence,true
19,Victimisation,ProblematicLifeEvents,true
20,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
21,Anxiety,AnxietyPT,true
22,CocaineDuringPrisonSentence,CocaineDependence,true
23,GangMember,Victimisation,true
24,ViolentThoughts,AggressionDL,true
25,EcstasyPT,SubstanceUse,true
26,Depression,DepressionPT,true
27,DepressionPT,SocialWithdraw,true
28,SocialProtectiveObs,FinancialDifficulties,false
29,Education,CannabisAfterRelease,false
30,AlcoholTreatmentGivenRFAT,MentalIllnessDL,false
31,MentalIllnessDL,PCLRfacet3,false
32,Victimisation,Hallucinations,false
33,Anger,AngerManagement,false
34,MentalIllnessSymptomCount,CannabisAfterRelease,false
35,AlcoholTreatment,ViolentConvictionsRate,false
36,Gender,ResponseToTreatGivenAlcDep,false
37,EcstasyPT,CocainePT,false
38,ViolentConvictions,PCLRfacet3,false
39,MentalIllnessDL,Anger,false
40,SubstanceUse,MentalIllnessDL,false
41,CannabisDependence,PCLRfactor2,false
42,ParanoidDelusionsPT,Education,false
43,PCLRfacet3,PCLRfactor2,false
44,CannabisPT,MentalIllnessDL,false
45,AlcoholTreatment,DrugTreatment,false
46,EcstasyPT,Stress,false
47,CriminalNetwork,EcstasyBeforePrisonSentence,false
48,SubstanceUse,Education,false
49,EcstasyDuringPrisonSentence,ViolentConvictions,false
50,SocialWithdraw,ComplianceWithSupervision,false
51,AttitudeDL,ViolentThoughts,false
52,AngerManagement,HazardousDrinkingAfterRelease,false
53,DepressionPT,SymptomsOfMentalIllness,false
54,ViolentThoughts,EcstasyDuringPrisonSentence,false
55,PCLRfacet3,CriminalFamilyBackground,false
