ID,Variable1,Variable2,TrueOrFalse
0,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
1,StrangeExperiencesPT,MentalIllnessSymptomCount,true
2,DepressionPT,FinancialDifficulties,true
3,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
4,Violence,pclrscore,true
5,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
6,SymptomsOfMentalIllness,Anxiety,true
7,GangMember,NegativeAttitude,true
8,TimeAtRisk,ViolentConvictions,true
9,CannabisDependence,AnyDrugDependence,true
10,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
11,MentalIllnessSymptomCount,MentalIllnessDL,true
12,SocialWithdraw,DomesticStability,true
13,Intelligence,AbilityToCope,true
14,Intelligence,ResponsivenessToTreatment,true
15,MentalIllnessDL,ViolentConvictionsRate,true
16,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
17,CocaineDependence,AnyDrugDependence,true
18,HallucinationsPT,MentalIllnessSymptomCount,true
19,AngerPT,ASPD,true
20,SocialWithdraw,CriminalNetwork,true
21,CriminalNetwork,CriminalAttitude,true
22,ThoughtInsertionPT,MentalIllnessSymptomCount,true
23,HazardousDrinkingAfterRelease,AlcoholDependence,true
24,CocaineDuringPrisonSentence,CocaineDependence,true
25,ResponsivenessToTreatment,StrangeExperiencesPT,true
26,SocialWithdraw,SocialProtectiveObs,true
27,Education,Intelligence,true
28,AbilityToCope,CannabisDuringPrisonSentence,false
29,ViolentConvictions,CocaineDependence,false
30,Education,BPD,false
31,MentalIllnessSymptomCount,LivingCircumstances,false
32,ParanoidDelusions,SubstanceMisuseDL,false
33,prioracq,CocaineDuringPrisonSentence,false
34,NegativeAttitude,AggressionDL,false
35,CannabisAfterRelease,AlcoholTreatment,false
36,Stress,Gender,false
37,GangMember,ASPD,false
38,ParanoidDelusions,CocaineDependence,false
39,SocialProtectiveObs,AngerPT,false
40,DrugTreatment,AbilityToCope,false
41,CriminalAttitude,RefuseFailToAttendTherapy,false
42,SocialWithdraw,FinancialDifficulties,false
43,Hallucinations,CannabisBeforePrisonSentence,false
44,PCLRfactor2,SubstanceUse,false
45,ViolentThoughts,pclrscore,false
46,MentalIllnessSymptomCount,CannabisDuringPrisonSentence,false
47,Gender,EmploymentOrTraining,false
48,EcstasyDependence,AggressionDL,false
49,AlcoholTreatment,ViolentThoughts,false
50,AttitudeDL,AbuseNeglectAsChild,false
51,EcstasyAfterRelease,BPD,false
52,EcstasyDependence,Victimisation,false
53,CocaineDuringPrisonSentence,ResponseToTreatGivenAlcDep,false
54,EcstasyPT,Intelligence,false
55,ParanoidDelusions,CocainePT,false
