ID,Variable1,Variable2,TrueOrFalse
0,ThoughtInsertionPT,MentalIllnessSymptomCount,true
1,CannabisDuringPrisonSentence,CannabisDependence,true
2,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
3,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
4,EcstasyBeforePrisonSentence,EcstasyDuringPrisonSentence,true
5,DrugTreatmentGivenRFAT,CocainePT,true
6,ResponseToTreatGivenDrugDep,CocainePT,true
7,GangMember,CriminalAttitude,true
8,BPD,Impulsivity,true
9,AbuseNeglectAsChild,ASPD,true
10,ResponsivenessToTreatment,ParanoidDelusionsPT,true
11,SubstanceUse,SubstanceMisuseDL,true
12,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
13,AbuseNeglectAsChild,BPD,true
14,AggressionDL,ViolentConvictionsRate,true
15,Intelligence,ResponsivenessToTreatment,true
16,Hallucinations,HallucinationsPT,true
17,EcstasyAfterRelease,EcstasyPT,true
18,ResponsivenessToTreatment,AnxietyPT,true
19,TimeAtRisk,ViolentConvictions,true
20,ComplianceWithSupervision,CriminalAttitude,true
21,DepressionPT,SocialWithdraw,true
22,Violence,pclrscore,true
23,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
24,StrangeExperiences,StrangeExperiencesPT,true
25,DrugTreatmentGivenRFAT,CannabisPT,true
26,CannabisDuringPrisonSentence,CannabisAfterRelease,true
27,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
28,CannabisDuringPrisonSentence,HallucinationsPT,false
29,Stress,MentalIllnessSymptomCount,false
30,Victimisation,CocainePT,false
31,HallucinationsPT,RefuseFailToAttendTherapy,false
32,AnxietyPT,ResponsivenessToTreatment,false
33,AngerManagement,PriorViolentConvictions,false
34,Violence,Depression,false
35,AbilityToCope,ComplianceWithSupervision,false
36,MentalIllnessSymptomCount,SubstanceUse,false
37,DrugTreatment,CocainePT,false
38,Violence,PCLRfactor2,false
39,AnyDrugDependence,MentalIllnessSymptomCount,false
40,MentalIllnessSymptomCount,PsychiatricTreatment,false
41,LivingCircumstances,SubstanceUse,false
42,ThoughtInsertion,CannabisDependence,false
43,Impulsivity,Gender,false
44,ResponseToTreatGivenDrugDep,Age,false
45,AlcoholTreatment,PCLRfactor1,false
46,CocaineDuringPrisonSentence,ASPD,false
47,HazardousDrinkingPT,CocainePT,false
48,FinancialDifficulties,PriorViolentConvictions,false
49,AlcoholTreatmentGivenRFAT,Victimisation,false
50,CriminalNetwork,PCLRfactor2,false
51,Anxiety,ViolentConvRateGivenProt,false
52,HazardousDrinkingAfterRelease,AggressionDL,false
53,PsychiatricTreatmentGivenRFAT,CriminalFamilyBackground,false
54,ThoughtInsertionPT,DrugTreatmentGivenRFAT,false
55,ThoughtInsertion,CocainePT,false
