ID,Variable1,Variable2,TrueOrFalse
0,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
1,Intelligence,AbilityToCope,true
2,CocaineBeforePrisonSentence,CocaineDuringPrisonSentence,true
3,NegativeAttitude,AttitudeDL,true
4,Education,Intelligence,true
5,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
6,HallucinationsPT,MentalIllnessSymptomCount,true
7,AttitudeDL,ViolentConvictionsRate,true
8,SocialWithdraw,CriminalNetwork,true
9,AnxietyPT,MentalIllnessSymptomCount,true
10,AngerPT,ASPD,true
11,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
12,Victimisation,ProblematicLifeEvents,true
13,SocialWithdraw,DomesticStability,true
14,AnxietyPT,FinancialDifficulties,true
15,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
16,CannabisDuringPrisonSentence,CannabisAfterRelease,true
17,Violence,pclrscore,true
18,SymptomsOfMentalIllness,ThoughtInsertion,true
19,TimeAtRisk,ViolentConvictions,true
20,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
21,Education,EmploymentOrTraining,true
22,AlcoholTreatment,AlcoholTreatmentGivenRFAT,true
23,DrugTreatment,DrugTreatmentGivenRFAT,true
24,LivingCircumstances,CriminalNetwork,true
25,ResponsivenessToTreatment,ParanoidDelusionsPT,true
26,ResponseToTreatGivenDrugDep,EcstasyPT,true
27,SocialWithdraw,SocialProtectiveObs,true
28,SubstanceMisuseDL,AnyDrugDependence,false
29,ProblematicLifeEvents,PsychiatricTreatment,false
30,LivingCircumstances,ParanoidDelusionsPT,false
31,DrugTreatment,CannabisDependence,false
32,PriorViolentConvictions,PCLRfacet3,false
33,AngerManagement,ParanoidDelusionsPT,false
34,DrugTreatment,CocaineBeforePrisonSentence,false
35,TimeAtRisk,PCLRfacet3,false
36,AngerManagement,EcstasyDuringPrisonSentence,false
37,ResponsivenessToTreatment,Depression,false
38,DomesticStability,LivingCircumstances,false
39,EmploymentOrTraining,StrangeExperiencesPT,false
40,PsychiatricTreatment,Hallucinations,false
41,AngerPT,Violence,false
42,AlcoholTreatmentGivenRFAT,CocaineDuringPrisonSentence,false
43,Intelligence,HazardousDrinkingPT,false
44,CocaineDuringPrisonSentence,PCLRfactor1,false
45,ViolentConvictions,Hallucinations,false
46,PCLRfacet3,Victimisation,false
47,SubstanceUse,SocialProtectiveObs,false
48,EcstasyDependence,CocaineDuringPrisonSentence,false
49,MentalIllnessSymptomCount,SubstanceMisuseDL,false
50,HazardousDrinkingPT,CocainePT,false
51,MentalIllnessSymptomCount,PriorViolentConvictions,false
52,ThoughtInsertionPT,CriminalAttitude,false
53,PCLRfactor2,Violence,false
54,NegativeAttitude,ViolentConvRateGivenProt,false
55,HallucinationsPT,AbilityToCope,false
