ID,Variable1,Variable2,TrueOrFalse
0,CocaineBeforePrisonSentence,CocaineAfterRelease,true
1,ThoughtInsertionPT,MentalIllnessSymptomCount,true
2,ASPD,PCLRfactor2,true
3,ProblematicLifeEvents,Stress,true
4,CriminalFamilyBackground,CriminalNetwork,true
5,AttitudeDL,ViolentConvictionsRate,true
6,SocialProtectiveObs,ViolentConvRateGivenProt,true
7,CannabisDependence,AnyDrugDependence,true
8,TimeAtRisk,ViolentConvictions,true
9,Violence,pclrscore,true
10,FinancialDifficulties,LivingCircumstances,true
11,StrangeExperiencesPT,MentalIllnessSymptomCount,true
12,CocaineAfterRelease,CocainePT,true
13,Anxiety,AnxietyPT,true
14,CannabisBeforePrisonSentence,CannabisAfterRelease,true
15,HazardousDrinkingPT,SubstanceUse,true
16,ParanoidDelusions,ParanoidDelusionsPT,true
17,ResponsivenessToTreatment,AnxietyPT,true
18,AnxietyPT,MentalIllnessSymptomCount,true
19,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
20,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
21,ViolentConvictionsRate,ViolentConvRateGivenProt,true
22,Anger,AngerPT,true
23,ComplianceWithSupervision,NegativeAttitude,true
24,EcstasyPT,SubstanceUse,true
25,GangMember,NegativeAttitude,true
26,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
27,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
28,Victimisation,ParanoidDelusions,false
29,AngerPT,prioracq,false
30,PsychiatricTreatmentGivenRFAT,CocaineAfterRelease,false
31,CriminalNetwork,EcstasyDependence,false
32,ParanoidDelusionsPT,EcstasyBeforePrisonSentence,false
33,DrugTreatment,EcstasyDuringPrisonSentence,false
34,DrugTreatmentGivenRFAT,Impulsivity,false
35,RefuseFailToAttendTherapy,ResponseToTreatGivenAlcDep,false
36,pclrscore,HazardousDrinkingAfterRelease,false
37,FinancialDifficulties,StrangeExperiencesPT,false
38,ComplianceWithSupervision,StrangeExperiencesPT,false
39,PCLRfactor2,CannabisDuringPrisonSentence,false
40,Education,Victimisation,false
41,MentalIllnessSymptomCount,Anger,false
42,LivingCircumstances,ASPD,false
43,CannabisPT,ParanoidDelusions,false
44,CocaineDependence,BPD,false
45,CriminalFamilyBackground,BPD,false
46,prioracq,ParanoidDelusionsPT,false
47,HazardousDrinkingPT,CannabisAfterRelease,false
48,ResponsivenessToTreatment,CannabisBeforePrisonSentence,false
49,ViolentConvictionsRate,DrugTreatmentGivenRFAT,false
50,AbuseNeglectAsChild,CannabisAfterRelease,false
51,RefuseFailToAttendTherapy,pclrscore,false
52,ResponsivenessToTreatment,SymptomsOfMentalIllness,false
53,CriminalNetwork,AngerPT,false
54,AbilityToCope,EcstasyAfterRelease,false
55,PCLRfactor1,Gender,false
