ID,Variable1,Variable2,TrueOrFalse
0,AnxietyPT,FinancialDifficulties,true
1,Violence,prioracq,true
2,Impulsivity,AggressionDL,true
3,HazardousDrinkingPT,SubstanceUse,true
4,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
5,StrangeExperiences,StrangeExperiencesPT,true
6,Violence,PriorViolentConvictions,true
7,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
8,ThoughtInsertion,ThoughtInsertionPT,true
9,AlcoholDependence,ResponseToTreatGivenAlcDep,true
10,StrangeExperiencesPT,MentalIllnessSymptomCount,true
11,DrugTreatmentGivenRFAT,CannabisPT,true
12,Intelligence,ResponsivenessToTreatment,true
13,TimeAtRisk,ViolentConvictions,true
14,CriminalFamilyBackground,CriminalNetwork,true
15,CannabisAfterRelease,CannabisPT,true
16,EmploymentOrTraining,DomesticStability,true
17,MentalIllnessDL,ViolentConvictionsRate,true
18,EcstasyPT,SubstanceUse,true
19,ResponsivenessToTreatment,PCLRfactor1,true
20,CriminalNetwork,NegativeAttitude,true
21,AngerManagement,AngerManagementGivenRFAT,true
22,Victimisation,ProblematicLifeEvents,true
23,SubstanceMisuseDL,ViolentConvictionsRate,true
24,HallucinationsPT,MentalIllnessSymptomCount,true
25,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
26,Violence,pclrscore,true
27,CocaineBeforePrisonSentence,CocaineAfterRelease,true
28,CannabisDependence,Impulsivity,false
29,EcstasyPT,CriminalFamilyBackground,false
30,Gender,TimeAtRisk,false
31,DomesticStability,CriminalAttitude,false
32,ProblematicLifeEvents,ResponseToTreatGivenDrugDep,false
33,SocialWithdraw,LivingCircumstances,false
34,SymptomsOfMentalIllness,AlcoholTreatmentGivenRFAT,false
35,Victimisation,HazardousDrinkingPT,false
36,PCLRfactor1,CannabisPT,false
37,ResponseToTreatGivenAlcDep,AnxietyPT,false
38,ParanoidDelusionsPT,ProblematicLifeEvents,false
39,EcstasyDependence,AngerManagementGivenRFAT,false
40,FinancialDifficulties,TimeAtRisk,false
41,CannabisPT,EcstasyBeforePrisonSentence,false
42,SubstanceUse,AlcoholDependence,false
43,DepressionPT,AngerManagement,false
44,AttitudeDL,CannabisDependence,false
45,StrangeExperiencesPT,NegativeAttitude,false
46,FinancialDifficulties,SubstanceMisuseDL,false
47,PsychiatricTreatmentGivenRFAT,EcstasyPT,false
48,EcstasyDuringPrisonSentence,BPD,false
49,Intelligence,Impulsivity,false
50,Intelligence,Stress,false
51,StrangeExperiencesPT,ResponsivenessToTreatment,false
52,SymptomsOfMentalIllness,PCLRfacet3,false
53,CannabisAfterRelease,CannabisDuringPrisonSentence,false
54,ViolentConvictions,StrangeExperiencesPT,false
55,ParanoidDelusionsPT,ViolentThoughts,false
