ID,Variable1,Variable2,TrueOrFalse
0,Impulsivity,PCLRfacet3,true
1,Education,EmploymentOrTraining,true
2,Intelligence,AbilityToCope,true
3,CriminalNetwork,CriminalAttitude,true
4,AngerManagement,AngerManagementGivenRFAT,true
5,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
6,PsychiatricTreatmentGivenRFAT,DepressionPT,true
7,ThoughtInsertionPT,MentalIllnessSymptomCount,true
8,GangMember,Victimisation,true
9,DrugTreatmentGivenRFAT,CannabisPT,true
10,DrugTreatmentGivenRFAT,CocainePT,true
11,EcstasyDuringPrisonSentence,EcstasyDependence,true
12,Violence,prioracq,true
13,EcstasyPT,SubstanceUse,true
14,HallucinationsPT,MentalIllnessSymptomCount,true
15,AngerPT,ASPD,true
16,CriminalAttitude,AttitudeDL,true
17,CriminalNetwork,NegativeAttitude,true
18,Education,Intelligence,true
19,RefuseFailToAttendTherapy,AlcoholTreatmentGivenRFAT,true
20,ResponsivenessToTreatment,ThoughtInsertionPT,true
21,GangMember,CriminalAttitude,true
22,HazardousDrinkingAfterRelease,AlcoholDependence,true
23,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
24,CannabisPT,SubstanceUse,true
25,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
26,DepressionPT,SocialWithdraw,true
27,AggressionDL,ViolentConvictionsRate,true
28,PriorViolentConvictions,Anxiety,false
29,ViolentConvictionsRate,EcstasyDuringPrisonSentence,false
30,Anxiety,HallucinationsPT,false
31,SubstanceUse,ParanoidDelusionsPT,false
32,Impulsivity,Stress,false
33,AlcoholTreatmentGivenRFAT,ComplianceWithSupervision,false
34,ViolentConvRateGivenProt,EcstasyPT,false
35,NegativeAttitude,AlcoholTreatment,false
36,NegativeAttitude,CannabisPT,false
37,Anxiety,DrugTreatmentGivenRFAT,false
38,DrugTreatment,PsychiatricTreatmentGivenRFAT,false
39,Violence,DrugTreatment,false
40,ViolentConvictionsRate,PCLRfacet3,false
41,CannabisAfterRelease,CocaineBeforePrisonSentence,false
42,AnyDrugDependence,PsychiatricTreatment,false
43,ParanoidDelusionsPT,RefuseFailToAttendTherapy,false
44,GangMember,SocialWithdraw,false
45,BPD,MentalIllnessDL,false
46,GangMember,DrugTreatment,false
47,HazardousDrinkingPT,MentalIllnessSymptomCount,false
48,PsychiatricTreatment,ParanoidDelusions,false
49,ComplianceWithSupervision,PsychiatricTreatmentGivenRFAT,false
50,DepressionPT,ProblematicLifeEvents,false
51,CocaineBeforePrisonSentence,ProblematicLifeEvents,false
52,AngerPT,PCLRfacet3,false
53,ViolentThoughts,AngerManagement,false
54,CocaineDuringPrisonSentence,CannabisBeforePrisonSentence,false
55,Victimisation,CriminalNetwork,false
