ID,Variable1,Variable2,TrueOrFalse
0,MentalIllnessDL,ViolentConvictionsRate,true
1,ResponseToTreatGivenDrugDep,EcstasyPT,true
2,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
3,Violence,Age,true
4,ThoughtInsertionPT,MentalIllnessSymptomCount,true
5,ComplianceWithSupervision,NegativeAttitude,true
6,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
7,HallucinationsPT,MentalIllnessSymptomCount,true
8,DrugTreatment,DrugTreatmentGivenRFAT,true
9,EcstasyAfterRelease,EcstasyPT,true
10,CocaineDuringPrisonSentence,CocaineDependence,true
11,TimeAtRisk,ViolentConvictions,true
12,ResponseToTreatGivenDrugDep,CocainePT,true
13,AngerPT,ViolentThoughts,true
14,CriminalNetwork,GangMember,true
15,Hallucinations,HallucinationsPT,true
16,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
17,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
18,MentalIllnessSymptomCount,MentalIllnessDL,true
19,Education,Intelligence,true
20,HazardousDrinkingPT,SubstanceUse,true
21,FinancialDifficulties,Stress,true
22,Anger,AngerPT,true
23,Violence,Gender,true
24,PsychiatricTreatmentGivenRFAT,ThoughtInsertionPT,true
25,CannabisBeforePrisonSentence,CannabisAfterRelease,true
26,AngerManagement,AngerManagementGivenRFAT,true
27,CocaineDuringPrisonSentence,CocaineAfterRelease,true
28,ResponsivenessToTreatment,CriminalFamilyBackground,false
29,CriminalNetwork,EcstasyBeforePrisonSentence,false
30,Hallucinations,ResponseToTreatGivenDrugDep,false
31,CannabisPT,Depression,false
32,Anger,DrugTreatmentGivenRFAT,false
33,Intelligence,StrangeExperiencesPT,false
34,CannabisDuringPrisonSentence,EcstasyBeforePrisonSentence,false
35,pclrscore,AlcoholDependence,false
36,PCLRfactor2,PsychiatricTreatmentGivenRFAT,false
37,PsychiatricTreatment,EcstasyDuringPrisonSentence,false
38,AbilityToCope,SymptomsOfMentalIllness,false
39,ParanoidDelusions,AttitudeDL,false
40,prioracq,DrugTreatmentGivenRFAT,false
41,ViolentConvictionsRate,prioracq,false
42,CannabisBeforePrisonSentence,RefuseFailToAttendTherapy,false
43,CannabisAfterRelease,HazardousDrinkingPT,false
44,CocaineAfterRelease,SubstanceMisuseDL,false
45,CannabisDependence,CriminalFamilyBackground,false
46,PriorViolentConvictions,ThoughtInsertionPT,false
47,CannabisPT,AnyDrugDependence,false
48,MentalIllnessDL,Violence,false
49,EcstasyAfterRelease,PsychiatricTreatmentGivenRFAT,false
50,AbilityToCope,AngerPT,false
51,CannabisPT,MentalIllnessSymptomCount,false
52,SubstanceUse,AggressionDL,false
53,NegativeAttitude,Anger,false
54,ThoughtInsertion,ResponseToTreatGivenDrugDep,false
55,GangMember,PriorViolentConvictions,false
