ID,Variable1,Variable2,TrueOrFalse
0,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
1,CUL_LanguageGroup,WSH_ImprovedWaterSource,true
2,KNW_WatchTV,IMM_Diptheria,true
3,MTH_MaternalAge,FP_ModernMethod,true
4,CHI_Age,BF_BreastfedMonths,true
5,CUL_LanguageGroup,HOU_CookingFuel,true
6,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
7,CUL_LanguageGroup,FP_BirthsLast5Yrs,true
8,GEO_Region,WSH_ImprovedToilet,true
9,ECO_WealthQuintile,CHI_Weight4Height,true
10,WSH_WaterTreated,DIA_HadDiarrhoea,true
11,KNW_WatchTV,IMM_Measles,true
12,KNW_WatchTV,FP_ModernMethod,true
13,IMM_Measles,DIA_HadDiarrhoea,true
14,FP_ModernMethod,CHI_Age,false
15,IMM_Diptheria,BF_BreastfedMonths,false
16,WSH_ImprovedToilet,BF_BottleFeeding,false
17,CHI_Age,KNW_WatchTV,false
18,IMM_Diptheria,MTH_MaternalAge,false
19,DIA_HadDiarrhoea,CUL_LanguageGroup,false
20,SRV_OKAlone,BF_BottleFeeding,false
21,SRV_Near,FP_ModernMethod,false
22,IMM_VitaminA1,FP_BirthsLast5Yrs,false
23,CHI_Weight4Height,CUL_Religion,false
24,IMM_Diptheria,WSH_ImprovedToilet,false
25,FP_BirthsLast5Yrs,WSH_ImprovedToilet,false
26,BF_EarlyBreastfeeding,MTH_Education,false
27,WSH_WashWithAgent,SRV_Near,false
