ID,Variable1,Variable2,TrueOrFalse
0,MTH_MaternalAge,CHI_Age,true
1,WSH_ImprovedWaterSource,WSH_WaterTreated,true
2,MTH_Education,KNW_WatchTV,true
3,ECO_WealthQuintile,WSH_ImprovedWaterSource,true
4,MTH_Education,IMM_Measles,true
5,IMM_Diptheria,IMM_Measles,true
6,SRV_Near,DEL_SmallBaby,true
7,GEO_Region,CUL_Religion,true
8,CUL_LanguageGroup,WSH_ImprovedWaterSource,true
9,MTH_Education,SRV_Near,true
10,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
11,WSH_WaterTreated,DIA_HadDiarrhoea,true
12,CUL_LanguageGroup,FP_BirthsLast5Yrs,true
13,DEL_SmallBaby,CHI_Weight4Height,true
14,SRV_OKAlone,ECO_WealthQuintile,false
15,BF_BreastfedMonths,WSH_WaterTreated,false
16,HOU_ModernWallMaterial,KNW_WatchTV,false
17,BF_BreastfedMonths,IMM_VitaminA1,false
18,WSH_WashWithAgent,WSH_WaterTreated,false
19,FP_ModernMethod,MTH_Education,false
20,KNW_WatchTV,CUL_Religion,false
21,BF_EarlyBreastfeeding,BF_BottleFeeding,false
22,SRV_OKAlone,HOU_CookingFuel,false
23,IMM_Measles,GEO_Region,false
24,MTH_Education,CUL_Religion,false
25,DIA_HadDiarrhoea,MTH_MaternalAge,false
26,MTH_Education,CUL_LanguageGroup,false
27,HOU_CookingFuel,IMM_Diptheria,false
