ID,Variable1,Variable2,TrueOrFalse
0,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
1,CUL_LanguageGroup,MTH_Education,true
2,ECO_WealthQuintile,BF_BottleFeeding,true
3,KNW_WatchTV,IMM_VitaminA1,true
4,ECO_WealthQuintile,SRV_Near,true
5,ECO_WealthQuintile,WSH_ImprovedWaterSource,true
6,IMM_Diptheria,IMM_Measles,true
7,KNW_WatchTV,FP_ModernMethod,true
8,ECO_WealthQuintile,WSH_ImprovedToilet,true
9,WSH_WaterTreated,DIA_HadDiarrhoea,true
10,MTH_MaternalAge,FP_ModernMethod,true
11,ECO_WealthQuintile,BF_BreastfedMonths,true
12,MTH_Education,IMM_VitaminA1,true
13,GEO_Region,BF_BottleFeeding,true
14,FP_ModernMethod,CUL_LanguageGroup,false
15,GEO_Region,FP_ModernMethod,false
16,WSH_WaterTreated,BF_BottleFeeding,false
17,HOU_CookingFuel,CUL_Religion,false
18,BF_BreastfedMonths,CHI_Age,false
19,FP_ModernMethod,WSH_ImprovedWaterSource,false
20,HOU_ModernWallMaterial,MTH_MaternalAge,false
21,DIA_HadDiarrhoea,SRV_Near,false
22,BF_EarlyBreastfeeding,CHI_Weight4Height,false
23,IMM_Measles,IMM_VitaminA1,false
24,HOU_ModernWallMaterial,FP_BirthsLast5Yrs,false
25,IMM_Measles,HOU_ModernWallMaterial,false
26,HOU_ModernWallMaterial,WSH_WaterTreated,false
27,WSH_WaterTreated,KNW_WatchTV,false
