ID,Variable1,Variable2,TrueOrFalse
0,ECO_WealthQuintile,SRV_Near,true
1,FP_ModernMethod,FP_BirthsLast5Yrs,true
2,ECO_WealthQuintile,KNW_WatchTV,true
3,BF_BottleFeeding,DIA_HadDiarrhoea,true
4,MTH_Education,WSH_WaterTreated,true
5,IMM_Diptheria,IMM_Measles,true
6,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
7,MTH_Education,KNW_WatchTV,true
8,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
9,CUL_LanguageGroup,ECO_WealthQuintile,true
10,KNW_WatchTV,IMM_Diptheria,true
11,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
12,CUL_Religion,BF_BreastfedMonths,true
13,CHI_Age,BF_BreastfedMonths,true
14,BF_BottleFeeding,FP_ModernMethod,false
15,GEO_Region,DIA_HadDiarrhoea,false
16,DEL_SmallBaby,CHI_Age,false
17,SRV_Near,CHI_Weight4Height,false
18,WSH_WaterTreated,IMM_VitaminA1,false
19,WSH_ImprovedToilet,KNW_WatchTV,false
20,GEO_Region,WSH_WashWithAgent,false
21,BF_BottleFeeding,MTH_Education,false
22,BF_BottleFeeding,WSH_WaterTreated,false
23,IMM_VitaminA1,CHI_Weight4Height,false
24,FP_BirthsLast5Yrs,IMM_Measles,false
25,HOU_ModernWallMaterial,GEO_Region,false
26,CHI_Weight4Height,MTH_Education,false
27,FP_ModernMethod,IMM_Measles,false
