ID,Variable1,Variable2,TrueOrFalse
0,CUL_LanguageGroup,MTH_Education,true
1,CUL_LanguageGroup,BF_EarlyBreastfeeding,true
2,BF_EarlyBreastfeeding,DIA_HadDiarrhoea,true
3,WSH_ImprovedWaterSource,DIA_HadDiarrhoea,true
4,CHI_Age,BF_BottleFeeding,true
5,MTH_Education,KNW_WatchTV,true
6,MTH_Education,IMM_Diptheria,true
7,MTH_Education,WSH_WaterTreated,true
8,MTH_Education,SRV_Near,true
9,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
10,ECO_WealthQuintile,DEL_SmallBaby,true
11,HOU_CookingFuel,WSH_WaterTreated,true
12,MTH_Education,BF_BottleFeeding,true
13,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
14,MTH_MaternalAge,HOU_CookingFuel,false
15,BF_BottleFeeding,ECO_WealthQuintile,false
16,SRV_OKAlone,KNW_WatchTV,false
17,KNW_WatchTV,DEL_SmallBaby,false
18,SRV_OKAlone,DEL_SmallBaby,false
19,SRV_OKAlone,CUL_LanguageGroup,false
20,WSH_ImprovedWaterSource,GEO_Region,false
21,MTH_Education,CUL_LanguageGroup,false
22,FP_ModernMethod,IMM_Diptheria,false
23,GEO_Region,WSH_WaterTreated,false
24,SRV_Near,BF_EarlyBreastfeeding,false
25,CHI_Age,DEL_SmallBaby,false
26,WSH_SafeStoolDisposal,KNW_WatchTV,false
27,SRV_OKAlone,DIA_HadDiarrhoea,false
