ID,Variable1,Dependency,Variable2
1,propertyManagement,->,actualRentalIncome
2,propertyExpenses,->,propertyManagement
3,propertyExpenses,->,rentalGrossYield
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossYield
6,actualRentalIncome,->,rentalIncomeT+1
7,actualRentalIncome,->,rentalIncome
8,otherPropertyExpenses,->,propertyExpenses
9,otherPropertyExpenses,->,rentalNetProfitBeforeInterest
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalGrossYield,->,stampDutyTaxBand
12,rentalIncomeT+1,->,rentalGrossProfit
13,rentalIncomeT+1,->,rentalIncomeLoss%
14,rentalIncomeT+1,->,interestRate
15,rentalIncomeLoss%,->,LTV
16,propertyPurchaseValue,->,propertyValueT+1
17,LTV,->,propertyExpensesGrowth
18,LTV,->,netProfit
19,stampDutyTaxBand,->,propertyPurchaseValue
20,stampDutyTaxBand,->,LTV
21,stampDutyTaxBand,->,stampDutyTax
22,stampDutyTax,->,incomeTax
23,capitalGains,->,rentalGrossYield
24,capitalGains,->,capitalGrowth
25,netProfit,->,rentalNetProfitBeforeInterest
26,netProfit,->,rentalGrowth
27,interest,->,interestTaxRelief
28,interest,->,netProfit
29,interest,->,interestRate
30,borrowing,->,LTV
31,borrowing,->,interest
32,otherInterestFees,->,rentalGrossYield
