ID,Variable1,Dependency,Variable2
1,propertyManagement,->,otherInterestFees
2,rentalGrossProfit,->,propertyManagement
3,rentalGrossProfit,->,propertyExpensesGrowth
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalGrossYield
6,actualRentalIncome,->,rentalIncomeT+1
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,otherPropertyExpensesT+1
9,rentalNetProfitBeforeInterest,->,capitalGrowth
10,rentalNetProfitBeforeInterest,->,netProfit
11,rentalIncomeT+1,->,rentalNetProfitBeforeInterest
12,rentalIncomeLoss%,->,propertyManagement
13,rentalIncomeLoss%,->,interestRate
14,rentalIncome,->,actualRentalIncome
15,rentalIncome,->,LTV
16,propertyPurchaseValue,->,LTV
17,propertyPurchaseValue,->,propertyValueT+1
18,propertyPurchaseValue,->,stampDutyTaxBand
19,LTV,->,borrowing
20,propertyValueT+1,->,rentalGrossYield
21,propertyValueT+1,->,incomeTax
22,stampDutyTaxBand,->,rentalGrowth
23,stampDutyTax,->,propertyPurchaseValue
24,capitalGains,->,LTV
25,capitalGains,->,propertyValueT+1
26,propertyExpensesGrowth,->,rentalGrowth
27,rentalGrowth,->,interest
28,capitalGrowth,->,propertyManagement
29,capitalGrowth,->,capitalGains
30,netProfit,->,otherPropertyExpenses
31,interest,->,interestTaxRelief
32,interest,->,interestRate
33,interestRate,->,netProfit
34,borrowing,->,propertyExpensesGrowth
35,borrowing,->,interest
36,otherInterestFees,->,interest
