ID,Variable1,Dependency,Variable2
1,propertyManagement,->,capitalGains
2,propertyExpenses,->,actualRentalIncome
3,propertyExpenses,->,capitalGains
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalGrossYield
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,otherPropertyExpenses,->,propertyExpenses
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalNetProfitBeforeInterest,->,LTV
12,propertyPurchaseValue,->,rentalGrossYield
13,propertyPurchaseValue,->,LTV
14,propertyPurchaseValue,->,propertyValueT+1
15,propertyPurchaseValue,->,incomeTax
16,stampDutyTaxBand,->,propertyPurchaseValue
17,stampDutyTaxBand,->,stampDutyTax
18,capitalGains,->,rentalGrossProfit
19,capitalGains,->,rentalIncomeLoss%
20,capitalGains,->,capitalGrowth
21,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
22,incomeTax,->,otherPropertyExpenses
23,incomeTax,->,LTV
24,interestTaxRelief,->,propertyManagement
25,netProfit,->,rentalNetProfitBeforeInterest
26,netProfit,->,otherInterestFees
27,interest,->,rentalGrowth
28,interest,->,interestTaxRelief
29,interest,->,netProfit
30,interest,->,interestRate
31,interestRate,->,otherPropertyExpenses
32,interestRate,->,propertyExpensesGrowth
33,borrowing,->,LTV
34,borrowing,->,interest
