ID,Variable1,Dependency,Variable2
1,propertyManagement,->,netProfit
2,propertyExpenses,->,propertyManagement
3,propertyExpenses,->,LTV
4,propertyExpenses,->,interest
5,actualRentalIncome,->,rentalIncomeT+1
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,propertyPurchaseValue
9,otherPropertyExpenses,->,otherPropertyExpensesT+1
10,rentalNetProfitBeforeInterest,->,rentalGrossProfit
11,rentalIncomeT+1,->,interest
12,rentalIncomeLoss%,->,rentalGrossProfit
13,rentalIncomeLoss%,->,actualRentalIncome
14,propertyPurchaseValue,->,propertyValueT+1
15,propertyPurchaseValue,->,stampDutyTaxBand
16,propertyPurchaseValue,->,capitalGains
17,propertyValueT+1,->,rentalGrossYield
18,stampDutyTaxBand,->,LTV
19,stampDutyTaxBand,->,stampDutyTax
20,capitalGains,->,capitalGrowth
21,propertyExpensesGrowth,->,rentalGrossProfit
22,propertyExpensesGrowth,->,actualRentalIncome
23,propertyExpensesGrowth,->,interest
24,rentalGrowth,->,interest
25,capitalGrowth,->,rentalGrossProfit
26,incomeTax,->,rentalNetProfitBeforeInterest
27,interestTaxRelief,->,rentalNetProfitBeforeInterest
28,netProfit,->,actualRentalIncome
29,interest,->,interestTaxRelief
30,interestRate,->,capitalGains
31,interestRate,->,interest
32,borrowing,->,LTV
33,otherInterestFees,->,actualRentalIncome
34,otherInterestFees,->,interest
