ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,actualRentalIncome,->,rentalGrossProfit
3,actualRentalIncome,->,rentalGrossYield
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,otherPropertyExpenses,->,capitalGrowth
9,rentalIncomeT+1,->,capitalGrowth
10,rentalIncome,->,propertyPurchaseValue
11,propertyPurchaseValue,->,propertyValueT+1
12,propertyPurchaseValue,->,stampDutyTax
13,propertyPurchaseValue,->,capitalGrowth
14,LTV,->,rentalIncomeLoss%
15,LTV,->,borrowing
16,LTV,->,otherInterestFees
17,stampDutyTaxBand,->,actualRentalIncome
18,stampDutyTaxBand,->,LTV
19,capitalGains,->,propertyManagement
20,capitalGains,->,propertyValueT+1
21,capitalGains,->,propertyExpensesGrowth
22,otherPropertyExpensesT+1,->,rentalGrossYield
23,rentalGrowth,->,rentalGrossYield
24,capitalGrowth,->,capitalGains
25,incomeTax,->,propertyValueT+1
26,interestTaxRelief,->,interest
27,netProfit,->,otherPropertyExpenses
28,netProfit,->,rentalNetProfitBeforeInterest
29,netProfit,->,incomeTax
30,interest,->,netProfit
31,interest,->,interestRate
32,interestRate,->,propertyExpensesGrowth
33,borrowing,->,propertyExpenses
