ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,actualRentalIncome
3,propertyExpenses,->,propertyExpensesGrowth
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalGrossYield
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,actualRentalIncome,->,capitalGains
10,rentalNetProfitBeforeInterest,->,rentalGrowth
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,rentalIncomeLoss%
13,rentalGrossYield,->,capitalGrowth
14,rentalIncomeT+1,->,otherPropertyExpensesT+1
15,rentalIncomeT+1,->,interestRate
16,rentalIncomeLoss%,->,capitalGains
17,propertyPurchaseValue,->,propertyValueT+1
18,propertyPurchaseValue,->,stampDutyTaxBand
19,LTV,->,propertyExpenses
20,LTV,->,rentalIncome
21,LTV,->,rentalGrowth
22,LTV,->,borrowing
23,stampDutyTaxBand,->,rentalGrossYield
24,stampDutyTaxBand,->,stampDutyTax
25,stampDutyTax,->,interestRate
26,otherPropertyExpensesT+1,->,otherPropertyExpenses
27,otherPropertyExpensesT+1,->,rentalGrowth
28,otherPropertyExpensesT+1,->,interest
29,propertyExpensesGrowth,->,stampDutyTaxBand
30,propertyExpensesGrowth,->,capitalGrowth
31,rentalGrowth,->,stampDutyTaxBand
32,rentalGrowth,->,interestRate
33,capitalGrowth,->,rentalIncome
34,capitalGrowth,->,capitalGains
35,incomeTax,->,propertyManagement
36,incomeTax,->,rentalNetProfitBeforeInterest
37,incomeTax,->,rentalIncomeLoss%
38,interestTaxRelief,->,propertyExpenses
39,interest,->,rentalIncomeLoss%
40,interest,->,LTV
41,interest,->,propertyValueT+1
42,interest,->,interestTaxRelief
43,interest,->,netProfit
44,interest,->,interestRate
45,otherInterestFees,->,propertyManagement
46,otherInterestFees,->,actualRentalIncome
47,otherInterestFees,->,interest
48,otherInterestFees,->,borrowing
