ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,rentalNetProfitBeforeInterest
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,propertyExpenses
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalIncomeT+1
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,otherPropertyExpensesT+1
9,rentalNetProfitBeforeInterest,->,netProfit
10,rentalGrossYield,->,otherInterestFees
11,rentalIncomeT+1,->,propertyExpensesGrowth
12,rentalIncomeLoss%,->,interest
13,rentalIncome,->,actualRentalIncome
14,propertyPurchaseValue,->,propertyExpenses
15,propertyPurchaseValue,->,propertyValueT+1
16,propertyPurchaseValue,->,stampDutyTax
17,LTV,->,borrowing
18,propertyValueT+1,->,interest
19,stampDutyTaxBand,->,rentalGrossYield
20,stampDutyTaxBand,->,propertyPurchaseValue
21,stampDutyTaxBand,->,LTV
22,rentalGrowth,->,rentalNetProfitBeforeInterest
23,capitalGrowth,->,rentalNetProfitBeforeInterest
24,capitalGrowth,->,capitalGains
25,incomeTax,->,rentalNetProfitBeforeInterest
26,netProfit,->,otherPropertyExpenses
27,interest,->,interestTaxRelief
28,interest,->,netProfit
29,interestRate,->,interest
30,borrowing,->,interest
31,otherInterestFees,->,rentalGrowth
