ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,capitalGrowth
3,propertyExpenses,->,propertyPurchaseValue
4,propertyExpenses,->,propertyExpensesGrowth
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,rentalGrossProfit,->,rentalIncome
7,rentalGrossProfit,->,capitalGains
8,actualRentalIncome,->,rentalGrossProfit
9,actualRentalIncome,->,interestRate
10,otherPropertyExpenses,->,propertyExpenses
11,otherPropertyExpenses,->,otherPropertyExpensesT+1
12,otherPropertyExpenses,->,interest
13,rentalNetProfitBeforeInterest,->,propertyManagement
14,rentalGrossYield,->,otherInterestFees
15,rentalIncomeT+1,->,actualRentalIncome
16,rentalIncomeT+1,->,capitalGrowth
17,rentalIncomeLoss%,->,LTV
18,propertyPurchaseValue,->,rentalGrossYield
19,propertyPurchaseValue,->,propertyValueT+1
20,propertyPurchaseValue,->,stampDutyTaxBand
21,propertyValueT+1,->,capitalGains
22,propertyValueT+1,->,propertyExpensesGrowth
23,stampDutyTaxBand,->,LTV
24,stampDutyTax,->,stampDutyTaxBand
25,capitalGains,->,capitalGrowth
26,otherPropertyExpensesT+1,->,rentalNetProfitBeforeInterest
27,rentalGrowth,->,rentalIncomeT+1
28,rentalGrowth,->,propertyExpensesGrowth
29,incomeTax,->,rentalNetProfitBeforeInterest
30,netProfit,->,rentalNetProfitBeforeInterest
31,interest,->,rentalGrowth
32,interest,->,interestTaxRelief
33,interest,->,netProfit
34,interestRate,->,propertyExpenses
35,interestRate,->,capitalGains
36,interestRate,->,interest
37,borrowing,->,propertyExpenses
38,borrowing,->,LTV
39,borrowing,->,interest
40,borrowing,->,otherInterestFees
