ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,propertyExpenses,->,rentalGrossProfit
3,propertyExpenses,->,rentalNetProfitBeforeInterest
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,rentalIncomeT+1
9,rentalGrossYield,->,otherInterestFees
10,rentalIncomeT+1,->,rentalGrossProfit
11,rentalIncomeT+1,->,actualRentalIncome
12,rentalIncomeLoss%,->,rentalNetProfitBeforeInterest
13,rentalIncome,->,LTV
14,rentalIncome,->,stampDutyTaxBand
15,propertyPurchaseValue,->,rentalGrossYield
16,propertyPurchaseValue,->,LTV
17,propertyPurchaseValue,->,stampDutyTaxBand
18,propertyPurchaseValue,->,capitalGains
19,propertyValueT+1,->,propertyPurchaseValue
20,propertyValueT+1,->,netProfit
21,stampDutyTaxBand,->,propertyManagement
22,stampDutyTaxBand,->,stampDutyTax
23,capitalGains,->,propertyExpensesGrowth
24,otherPropertyExpensesT+1,->,otherPropertyExpenses
25,otherPropertyExpensesT+1,->,rentalIncomeT+1
26,rentalGrowth,->,propertyManagement
27,rentalGrowth,->,rentalNetProfitBeforeInterest
28,capitalGrowth,->,stampDutyTaxBand
29,capitalGrowth,->,capitalGains
30,incomeTax,->,rentalNetProfitBeforeInterest
31,interestTaxRelief,->,propertyManagement
32,interestTaxRelief,->,netProfit
33,netProfit,->,rentalNetProfitBeforeInterest
34,interest,->,otherPropertyExpensesT+1
35,interest,->,interestTaxRelief
36,interestRate,->,capitalGains
37,interestRate,->,interest
38,borrowing,->,LTV
39,borrowing,->,interest
40,borrowing,->,otherInterestFees
41,otherInterestFees,->,rentalIncomeLoss%
