ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,rentalGrossProfit,->,propertyManagement
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncomeT+1
6,actualRentalIncome,->,netProfit
7,otherPropertyExpenses,->,otherInterestFees
8,rentalNetProfitBeforeInterest,->,netProfit
9,rentalGrossYield,->,rentalNetProfitBeforeInterest
10,rentalIncomeLoss%,->,rentalNetProfitBeforeInterest
11,rentalIncome,->,propertyExpenses
12,rentalIncome,->,actualRentalIncome
13,propertyPurchaseValue,->,propertyValueT+1
14,propertyPurchaseValue,->,stampDutyTaxBand
15,propertyPurchaseValue,->,stampDutyTax
16,LTV,->,rentalIncomeT+1
17,LTV,->,borrowing
18,propertyValueT+1,->,rentalIncomeLoss%
19,stampDutyTaxBand,->,rentalGrossYield
20,stampDutyTaxBand,->,LTV
21,stampDutyTaxBand,->,propertyValueT+1
22,capitalGains,->,propertyValueT+1
23,capitalGains,->,capitalGrowth
24,capitalGains,->,incomeTax
25,otherPropertyExpensesT+1,->,propertyExpenses
26,otherPropertyExpensesT+1,->,otherPropertyExpenses
27,otherPropertyExpensesT+1,->,propertyPurchaseValue
28,propertyExpensesGrowth,->,propertyExpenses
29,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
30,rentalGrowth,->,rentalNetProfitBeforeInterest
31,rentalGrowth,->,propertyValueT+1
32,capitalGrowth,->,propertyManagement
33,capitalGrowth,->,interestRate
34,incomeTax,->,rentalNetProfitBeforeInterest
35,interest,->,rentalIncomeLoss%
36,interest,->,interestTaxRelief
37,interest,->,netProfit
38,interest,->,interestRate
39,interestRate,->,rentalIncomeT+1
40,borrowing,->,propertyExpenses
41,borrowing,->,interest
42,otherInterestFees,->,interestRate
