ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,netProfit
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncomeT+1
6,otherPropertyExpenses,->,rentalNetProfitBeforeInterest
7,otherPropertyExpenses,->,LTV
8,rentalNetProfitBeforeInterest,->,netProfit
9,rentalIncomeT+1,->,rentalGrowth
10,rentalIncome,->,propertyExpenses
11,rentalIncome,->,actualRentalIncome
12,propertyPurchaseValue,->,stampDutyTaxBand
13,propertyPurchaseValue,->,stampDutyTax
14,propertyValueT+1,->,propertyPurchaseValue
15,stampDutyTaxBand,->,rentalGrossYield
16,stampDutyTax,->,rentalIncome
17,stampDutyTax,->,LTV
18,capitalGains,->,rentalIncomeT+1
19,otherPropertyExpensesT+1,->,propertyExpenses
20,otherPropertyExpensesT+1,->,otherPropertyExpenses
21,propertyExpensesGrowth,->,otherPropertyExpensesT+1
22,propertyExpensesGrowth,->,netProfit
23,rentalGrowth,->,propertyManagement
24,capitalGrowth,->,capitalGains
25,capitalGrowth,->,netProfit
26,incomeTax,->,propertyExpenses
27,incomeTax,->,rentalNetProfitBeforeInterest
28,interestTaxRelief,->,rentalGrowth
29,netProfit,->,rentalIncomeLoss%
30,interest,->,interestTaxRelief
31,interest,->,netProfit
32,interest,->,interestRate
33,borrowing,->,LTV
34,borrowing,->,interest
35,otherInterestFees,->,rentalIncomeT+1
36,otherInterestFees,->,LTV
