ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,rentalGrossProfit,->,rentalNetProfitBeforeInterest
3,actualRentalIncome,->,propertyExpenses
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncomeT+1
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,otherPropertyExpenses,->,rentalGrowth
9,otherPropertyExpenses,->,netProfit
10,rentalNetProfitBeforeInterest,->,netProfit
11,rentalGrossYield,->,propertyManagement
12,rentalIncomeLoss%,->,actualRentalIncome
13,propertyPurchaseValue,->,LTV
14,propertyPurchaseValue,->,stampDutyTaxBand
15,propertyPurchaseValue,->,stampDutyTax
16,propertyValueT+1,->,propertyPurchaseValue
17,stampDutyTax,->,rentalGrossYield
18,capitalGains,->,netProfit
19,otherPropertyExpensesT+1,->,propertyExpenses
20,propertyExpensesGrowth,->,rentalGrossProfit
21,rentalGrowth,->,rentalNetProfitBeforeInterest
22,capitalGrowth,->,LTV
23,capitalGrowth,->,capitalGains
24,incomeTax,->,rentalNetProfitBeforeInterest
25,incomeTax,->,LTV
26,interest,->,interestTaxRelief
27,interest,->,netProfit
28,interestRate,->,interest
29,borrowing,->,LTV
30,borrowing,->,interestRate
31,otherInterestFees,->,rentalGrossProfit
