ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,propertyExpenses,->,LTV
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncomeT+1
6,actualRentalIncome,->,rentalIncome
7,rentalNetProfitBeforeInterest,->,netProfit
8,rentalGrossYield,->,capitalGrowth
9,rentalIncomeLoss%,->,rentalNetProfitBeforeInterest
10,propertyPurchaseValue,->,stampDutyTaxBand
11,propertyPurchaseValue,->,stampDutyTax
12,propertyPurchaseValue,->,netProfit
13,propertyValueT+1,->,propertyPurchaseValue
14,stampDutyTaxBand,->,rentalGrossYield
15,stampDutyTaxBand,->,LTV
16,otherPropertyExpensesT+1,->,propertyExpenses
17,otherPropertyExpensesT+1,->,otherPropertyExpenses
18,propertyExpensesGrowth,->,LTV
19,rentalGrowth,->,rentalNetProfitBeforeInterest
20,capitalGrowth,->,capitalGains
21,incomeTax,->,propertyManagement
22,incomeTax,->,rentalNetProfitBeforeInterest
23,interestTaxRelief,->,interest
24,interest,->,LTV
25,interest,->,netProfit
26,interest,->,interestRate
27,interestRate,->,rentalNetProfitBeforeInterest
28,borrowing,->,LTV
29,otherInterestFees,->,propertyManagement
30,otherInterestFees,->,actualRentalIncome
31,otherInterestFees,->,LTV
