ID,Variable1,Dependency,Variable2
1,propertyManagement,->,LTV
2,propertyManagement,->,stampDutyTax
3,actualRentalIncome,->,rentalGrossProfit
4,actualRentalIncome,->,rentalIncomeT+1
5,otherPropertyExpenses,->,rentalNetProfitBeforeInterest
6,rentalNetProfitBeforeInterest,->,rentalIncomeT+1
7,rentalNetProfitBeforeInterest,->,netProfit
8,rentalGrossYield,->,incomeTax
9,rentalIncomeLoss%,->,LTV
10,rentalIncome,->,actualRentalIncome
11,propertyPurchaseValue,->,propertyValueT+1
12,propertyValueT+1,->,LTV
13,stampDutyTaxBand,->,rentalGrossYield
14,stampDutyTaxBand,->,propertyPurchaseValue
15,stampDutyTaxBand,->,netProfit
16,stampDutyTax,->,stampDutyTaxBand
17,stampDutyTax,->,capitalGrowth
18,otherPropertyExpensesT+1,->,propertyExpenses
19,otherPropertyExpensesT+1,->,otherPropertyExpenses
20,propertyExpensesGrowth,->,otherPropertyExpensesT+1
21,rentalGrowth,->,rentalIncomeT+1
22,capitalGrowth,->,capitalGains
23,incomeTax,->,rentalNetProfitBeforeInterest
24,netProfit,->,capitalGains
25,interest,->,interestTaxRelief
26,interest,->,interestRate
27,interestRate,->,rentalGrossYield
28,borrowing,->,LTV
29,borrowing,->,netProfit
30,borrowing,->,interest
31,otherInterestFees,->,rentalGrossYield
32,otherInterestFees,->,capitalGains
