ID,Variable1,Dependency,Variable2
1,propertyManagement,->,rentalIncomeLoss%
2,propertyManagement,->,propertyExpensesGrowth
3,propertyExpenses,->,capitalGains
4,propertyExpenses,->,interest
5,rentalGrossProfit,->,actualRentalIncome
6,actualRentalIncome,->,rentalGrossYield
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,incomeTax
9,otherPropertyExpenses,->,propertyExpenses
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalGrossYield,->,capitalGrowth
12,rentalGrossYield,->,netProfit
13,rentalGrossYield,->,otherInterestFees
14,rentalIncome,->,propertyManagement
15,rentalIncome,->,actualRentalIncome
16,propertyPurchaseValue,->,rentalGrossYield
17,propertyPurchaseValue,->,stampDutyTaxBand
18,LTV,->,rentalGrowth
19,LTV,->,interestRate
20,LTV,->,borrowing
21,LTV,->,otherInterestFees
22,propertyValueT+1,->,propertyPurchaseValue
23,stampDutyTaxBand,->,LTV
24,stampDutyTaxBand,->,stampDutyTax
25,capitalGains,->,capitalGrowth
26,capitalGains,->,netProfit
27,otherPropertyExpensesT+1,->,rentalNetProfitBeforeInterest
28,propertyExpensesGrowth,->,propertyValueT+1
29,propertyExpensesGrowth,->,netProfit
30,capitalGrowth,->,LTV
31,incomeTax,->,rentalNetProfitBeforeInterest
32,incomeTax,->,rentalIncome
33,incomeTax,->,propertyValueT+1
34,netProfit,->,rentalNetProfitBeforeInterest
35,netProfit,->,rentalIncomeLoss%
36,netProfit,->,interestRate
37,interest,->,actualRentalIncome
38,interest,->,rentalNetProfitBeforeInterest
39,interest,->,LTV
40,interest,->,interestTaxRelief
