ID,Variable1,Dependency,Variable2
1,propertyManagement,->,rentalIncomeT+1
2,propertyManagement,->,borrowing
3,propertyExpenses,->,propertyManagement
4,propertyExpenses,->,otherPropertyExpenses
5,propertyExpenses,->,rentalIncomeLoss%
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,actualRentalIncome,->,rentalGrossProfit
8,actualRentalIncome,->,rentalIncomeT+1
9,actualRentalIncome,->,rentalIncome
10,otherPropertyExpenses,->,rentalNetProfitBeforeInterest
11,otherPropertyExpenses,->,otherPropertyExpensesT+1
12,rentalNetProfitBeforeInterest,->,netProfit
13,rentalIncomeLoss%,->,actualRentalIncome
14,rentalIncome,->,rentalNetProfitBeforeInterest
15,rentalIncome,->,rentalGrossYield
16,propertyPurchaseValue,->,stampDutyTaxBand
17,LTV,->,propertyExpensesGrowth
18,propertyValueT+1,->,propertyPurchaseValue
19,propertyValueT+1,->,capitalGains
20,stampDutyTaxBand,->,rentalGrossYield
21,stampDutyTaxBand,->,LTV
22,stampDutyTaxBand,->,stampDutyTax
23,otherPropertyExpensesT+1,->,capitalGains
24,propertyExpensesGrowth,->,rentalGrowth
25,rentalGrowth,->,rentalNetProfitBeforeInterest
26,capitalGrowth,->,capitalGains
27,capitalGrowth,->,interest
28,incomeTax,->,rentalNetProfitBeforeInterest
29,interestTaxRelief,->,rentalIncomeT+1
30,interest,->,interestTaxRelief
31,interestRate,->,interest
32,borrowing,->,rentalGrossYield
33,borrowing,->,interest
34,otherInterestFees,->,interest
