ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,otherInterestFees
3,propertyExpenses,->,interest
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,propertyExpenses
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,incomeTax
9,otherPropertyExpenses,->,propertyExpenses
10,otherPropertyExpenses,->,LTV
11,otherPropertyExpenses,->,otherPropertyExpensesT+1
12,rentalNetProfitBeforeInterest,->,capitalGrowth
13,rentalNetProfitBeforeInterest,->,netProfit
14,rentalIncomeLoss%,->,rentalNetProfitBeforeInterest
15,rentalIncome,->,actualRentalIncome
16,rentalIncome,->,LTV
17,propertyPurchaseValue,->,propertyValueT+1
18,propertyPurchaseValue,->,stampDutyTaxBand
19,stampDutyTaxBand,->,rentalGrossYield
20,stampDutyTaxBand,->,stampDutyTax
21,stampDutyTax,->,LTV
22,capitalGains,->,LTV
23,capitalGains,->,propertyValueT+1
24,capitalGains,->,incomeTax
25,propertyExpensesGrowth,->,propertyValueT+1
26,rentalGrowth,->,rentalNetProfitBeforeInterest
27,rentalGrowth,->,interest
28,capitalGrowth,->,propertyManagement
29,capitalGrowth,->,capitalGains
30,incomeTax,->,rentalIncome
31,incomeTax,->,propertyExpensesGrowth
32,interestTaxRelief,->,netProfit
33,interest,->,interestTaxRelief
34,interest,->,interestRate
35,borrowing,->,LTV
36,borrowing,->,capitalGrowth
37,borrowing,->,interest
38,otherInterestFees,->,rentalNetProfitBeforeInterest
