ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,rentalNetProfitBeforeInterest
3,propertyManagement,->,rentalIncomeLoss%
4,propertyExpenses,->,rentalGrossProfit
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,otherPropertyExpenses,->,propertyExpenses
9,otherPropertyExpenses,->,stampDutyTaxBand
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,otherPropertyExpenses,->,capitalGrowth
12,otherPropertyExpenses,->,incomeTax
13,rentalNetProfitBeforeInterest,->,netProfit
14,rentalIncomeT+1,->,rentalNetProfitBeforeInterest
15,rentalIncomeT+1,->,capitalGrowth
16,rentalIncomeLoss%,->,LTV
17,rentalIncome,->,actualRentalIncome
18,propertyPurchaseValue,->,propertyExpenses
19,propertyPurchaseValue,->,rentalGrossProfit
20,propertyPurchaseValue,->,rentalGrossYield
21,propertyPurchaseValue,->,LTV
22,propertyPurchaseValue,->,capitalGains
23,propertyPurchaseValue,->,capitalGrowth
24,propertyValueT+1,->,propertyPurchaseValue
25,stampDutyTaxBand,->,stampDutyTax
26,stampDutyTaxBand,->,capitalGains
27,capitalGains,->,propertyValueT+1
28,otherPropertyExpensesT+1,->,interestRate
29,propertyExpensesGrowth,->,LTV
30,rentalGrowth,->,rentalNetProfitBeforeInterest
31,incomeTax,->,rentalNetProfitBeforeInterest
32,incomeTax,->,propertyValueT+1
33,interest,->,interestTaxRelief
34,interest,->,netProfit
35,interestRate,->,rentalNetProfitBeforeInterest
36,borrowing,->,LTV
37,borrowing,->,interest
38,otherInterestFees,->,netProfit
