ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,netProfit
3,propertyExpenses,->,otherPropertyExpenses
4,propertyExpenses,->,interest
5,propertyExpenses,->,borrowing
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,actualRentalIncome,->,rentalGrossProfit
8,actualRentalIncome,->,rentalGrossYield
9,actualRentalIncome,->,rentalIncome
10,actualRentalIncome,->,rentalGrowth
11,otherPropertyExpenses,->,otherPropertyExpensesT+1
12,rentalNetProfitBeforeInterest,->,propertyPurchaseValue
13,rentalIncomeT+1,->,actualRentalIncome
14,rentalIncomeLoss%,->,rentalIncomeT+1
15,propertyPurchaseValue,->,LTV
16,propertyPurchaseValue,->,propertyValueT+1
17,propertyPurchaseValue,->,stampDutyTaxBand
18,LTV,->,capitalGains
19,LTV,->,rentalGrowth
20,stampDutyTaxBand,->,rentalGrossYield
21,stampDutyTaxBand,->,stampDutyTax
22,stampDutyTaxBand,->,borrowing
23,propertyExpensesGrowth,->,interest
24,capitalGrowth,->,capitalGains
25,incomeTax,->,rentalNetProfitBeforeInterest
26,incomeTax,->,LTV
27,interestTaxRelief,->,rentalGrossYield
28,netProfit,->,rentalNetProfitBeforeInterest
29,netProfit,->,rentalIncomeT+1
30,netProfit,->,capitalGains
31,interest,->,LTV
32,interest,->,interestTaxRelief
33,interest,->,netProfit
34,interest,->,interestRate
35,otherInterestFees,->,rentalIncomeT+1
36,otherInterestFees,->,interest
