ID,Variable1,Dependency,Variable2
1,propertyManagement,->,LTV
2,propertyExpenses,->,otherPropertyExpenses
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,rentalGrossProfit,->,capitalGains
5,rentalGrossProfit,->,propertyExpensesGrowth
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,otherPropertyExpenses,->,otherPropertyExpensesT+1
9,rentalNetProfitBeforeInterest,->,netProfit
10,rentalIncomeLoss%,->,rentalNetProfitBeforeInterest
11,rentalIncomeLoss%,->,interest
12,rentalIncome,->,actualRentalIncome
13,rentalIncome,->,capitalGrowth
14,propertyPurchaseValue,->,LTV
15,propertyPurchaseValue,->,stampDutyTaxBand
16,propertyPurchaseValue,->,capitalGains
17,propertyValueT+1,->,propertyPurchaseValue
18,stampDutyTaxBand,->,rentalGrossYield
19,stampDutyTaxBand,->,stampDutyTax
20,otherPropertyExpensesT+1,->,LTV
21,otherPropertyExpensesT+1,->,incomeTax
22,rentalGrowth,->,rentalNetProfitBeforeInterest
23,capitalGrowth,->,capitalGains
24,incomeTax,->,rentalNetProfitBeforeInterest
25,incomeTax,->,interestRate
26,netProfit,->,propertyManagement
27,interest,->,interestTaxRelief
28,interest,->,netProfit
29,interestRate,->,interest
30,borrowing,->,LTV
31,borrowing,->,interest
32,otherInterestFees,->,interest
