ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,LTV
3,propertyExpenses,->,rentalGrossProfit
4,propertyExpenses,->,rentalGrowth
5,rentalGrossProfit,->,actualRentalIncome
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,rentalGrossProfit,->,rentalGrossYield
8,actualRentalIncome,->,rentalIncomeT+1
9,actualRentalIncome,->,rentalIncome
10,actualRentalIncome,->,propertyValueT+1
11,actualRentalIncome,->,interest
12,otherPropertyExpenses,->,propertyExpenses
13,otherPropertyExpenses,->,LTV
14,otherPropertyExpenses,->,otherPropertyExpensesT+1
15,rentalNetProfitBeforeInterest,->,rentalIncomeLoss%
16,rentalNetProfitBeforeInterest,->,propertyExpensesGrowth
17,rentalIncomeT+1,->,rentalNetProfitBeforeInterest
18,rentalIncomeLoss%,->,rentalGrossYield
19,propertyPurchaseValue,->,rentalGrossYield
20,propertyPurchaseValue,->,propertyValueT+1
21,stampDutyTaxBand,->,propertyPurchaseValue
22,stampDutyTaxBand,->,LTV
23,stampDutyTaxBand,->,stampDutyTax
24,capitalGains,->,propertyValueT+1
25,rentalGrowth,->,propertyValueT+1
26,rentalGrowth,->,netProfit
27,capitalGrowth,->,capitalGains
28,incomeTax,->,rentalGrossYield
29,netProfit,->,rentalNetProfitBeforeInterest
30,netProfit,->,incomeTax
31,interest,->,propertyExpenses
32,interest,->,LTV
33,interest,->,interestTaxRelief
34,interest,->,netProfit
35,interestRate,->,rentalGrossYield
36,interestRate,->,otherInterestFees
37,borrowing,->,LTV
38,otherInterestFees,->,interest
