ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,LTV
3,rentalGrossProfit,->,actualRentalIncome
4,rentalGrossProfit,->,capitalGains
5,actualRentalIncome,->,rentalIncomeT+1
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,LTV
9,otherPropertyExpenses,->,otherPropertyExpensesT+1
10,rentalNetProfitBeforeInterest,->,rentalGrossProfit
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,rentalNetProfitBeforeInterest
13,rentalIncomeLoss%,->,otherInterestFees
14,rentalIncome,->,propertyExpenses
15,propertyPurchaseValue,->,rentalGrossYield
16,propertyPurchaseValue,->,propertyValueT+1
17,propertyPurchaseValue,->,capitalGains
18,LTV,->,netProfit
19,stampDutyTaxBand,->,propertyPurchaseValue
20,stampDutyTaxBand,->,interest
21,stampDutyTax,->,LTV
22,stampDutyTax,->,stampDutyTaxBand
23,stampDutyTax,->,incomeTax
24,rentalGrowth,->,netProfit
25,capitalGrowth,->,rentalNetProfitBeforeInterest
26,capitalGrowth,->,capitalGains
27,incomeTax,->,rentalNetProfitBeforeInterest
28,interest,->,interestTaxRelief
29,interest,->,netProfit
30,interest,->,interestRate
31,interest,->,borrowing
32,interestRate,->,propertyExpensesGrowth
33,borrowing,->,LTV
34,otherInterestFees,->,LTV
