ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,propertyExpenses,->,netProfit
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncomeT+1
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,otherPropertyExpensesT+1
8,rentalGrossYield,->,netProfit
9,rentalIncomeLoss%,->,interest
10,rentalIncome,->,actualRentalIncome
11,propertyPurchaseValue,->,stampDutyTaxBand
12,propertyPurchaseValue,->,capitalGains
13,LTV,->,borrowing
14,propertyValueT+1,->,propertyPurchaseValue
15,stampDutyTaxBand,->,rentalGrossYield
16,stampDutyTaxBand,->,stampDutyTax
17,stampDutyTax,->,LTV
18,stampDutyTax,->,capitalGains
19,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
20,rentalGrowth,->,rentalNetProfitBeforeInterest
21,capitalGrowth,->,rentalNetProfitBeforeInterest
22,capitalGrowth,->,capitalGains
23,incomeTax,->,rentalNetProfitBeforeInterest
24,interestTaxRelief,->,netProfit
25,netProfit,->,rentalNetProfitBeforeInterest
26,interest,->,interestTaxRelief
27,interest,->,interestRate
28,borrowing,->,interest
29,otherInterestFees,->,netProfit
