ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,incomeTax
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalGrossYield
6,actualRentalIncome,->,rentalIncomeT+1
7,actualRentalIncome,->,rentalIncome
8,actualRentalIncome,->,rentalGrowth
9,otherPropertyExpenses,->,otherPropertyExpensesT+1
10,otherPropertyExpenses,->,incomeTax
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,otherPropertyExpenses
13,rentalGrossYield,->,rentalNetProfitBeforeInterest
14,rentalIncomeLoss%,->,actualRentalIncome
15,rentalIncome,->,capitalGrowth
16,propertyPurchaseValue,->,propertyValueT+1
17,propertyValueT+1,->,rentalGrossYield
18,stampDutyTaxBand,->,propertyPurchaseValue
19,stampDutyTaxBand,->,LTV
20,stampDutyTaxBand,->,stampDutyTax
21,stampDutyTaxBand,->,capitalGains
22,otherPropertyExpensesT+1,->,propertyExpensesGrowth
23,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
24,rentalGrowth,->,interest
25,capitalGrowth,->,capitalGains
26,incomeTax,->,capitalGains
27,interest,->,LTV
28,interest,->,interestTaxRelief
29,interest,->,netProfit
30,interest,->,interestRate
31,interestRate,->,capitalGains
32,borrowing,->,rentalNetProfitBeforeInterest
33,borrowing,->,LTV
34,otherInterestFees,->,rentalGrossYield
