ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,interestRate
3,propertyExpenses,->,otherInterestFees
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalGrossYield
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,otherPropertyExpenses,->,propertyExpenses
10,otherPropertyExpenses,->,propertyPurchaseValue
11,rentalNetProfitBeforeInterest,->,propertyManagement
12,rentalNetProfitBeforeInterest,->,netProfit
13,rentalIncomeT+1,->,propertyExpenses
14,rentalIncomeT+1,->,rentalNetProfitBeforeInterest
15,rentalIncomeLoss%,->,actualRentalIncome
16,propertyPurchaseValue,->,rentalGrossYield
17,propertyPurchaseValue,->,propertyValueT+1
18,propertyPurchaseValue,->,stampDutyTaxBand
19,LTV,->,rentalGrowth
20,LTV,->,netProfit
21,LTV,->,interestRate
22,propertyValueT+1,->,LTV
23,propertyValueT+1,->,borrowing
24,stampDutyTaxBand,->,stampDutyTax
25,stampDutyTaxBand,->,capitalGains
26,stampDutyTax,->,rentalIncome
27,capitalGains,->,propertyExpensesGrowth
28,capitalGains,->,interestRate
29,otherPropertyExpensesT+1,->,otherPropertyExpenses
30,otherPropertyExpensesT+1,->,incomeTax
31,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
32,rentalGrowth,->,rentalIncomeT+1
33,rentalGrowth,->,capitalGains
34,capitalGrowth,->,capitalGains
35,capitalGrowth,->,borrowing
36,incomeTax,->,rentalIncomeT+1
37,incomeTax,->,rentalIncomeLoss%
38,incomeTax,->,LTV
39,incomeTax,->,propertyExpensesGrowth
40,interestTaxRelief,->,rentalGrowth
41,interestTaxRelief,->,interest
42,interest,->,rentalGrossProfit
43,interest,->,propertyExpensesGrowth
44,interest,->,capitalGrowth
45,interest,->,interestRate
46,interest,->,otherInterestFees
47,borrowing,->,rentalIncomeLoss%
