ID,Variable1,Dependency,Variable2
1,propertyManagement,->,rentalGrowth
2,propertyExpenses,->,propertyManagement
3,rentalGrossProfit,->,propertyManagement
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,rentalGrossProfit,->,rentalIncomeT+1
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,rentalGrossProfit
9,rentalNetProfitBeforeInterest,->,incomeTax
10,rentalNetProfitBeforeInterest,->,netProfit
11,rentalIncomeT+1,->,actualRentalIncome
12,rentalIncomeLoss%,->,propertyPurchaseValue
13,rentalIncomeLoss%,->,netProfit
14,propertyPurchaseValue,->,propertyValueT+1
15,propertyPurchaseValue,->,stampDutyTaxBand
16,stampDutyTaxBand,->,rentalGrossYield
17,stampDutyTaxBand,->,stampDutyTax
18,stampDutyTax,->,LTV
19,capitalGains,->,rentalGrowth
20,otherPropertyExpensesT+1,->,propertyManagement
21,otherPropertyExpensesT+1,->,otherPropertyExpenses
22,otherPropertyExpensesT+1,->,LTV
23,propertyExpensesGrowth,->,propertyManagement
24,capitalGrowth,->,rentalGrossProfit
25,capitalGrowth,->,capitalGains
26,incomeTax,->,rentalGrowth
27,interestTaxRelief,->,capitalGrowth
28,interest,->,interestTaxRelief
29,interestRate,->,interest
30,borrowing,->,rentalGrossProfit
31,borrowing,->,LTV
32,borrowing,->,interest
33,otherInterestFees,->,propertyManagement
34,otherInterestFees,->,netProfit
35,otherInterestFees,->,interest
