ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,otherPropertyExpensesT+1
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalIncome
5,otherPropertyExpenses,->,netProfit
6,rentalNetProfitBeforeInterest,->,rentalIncomeLoss%
7,rentalNetProfitBeforeInterest,->,incomeTax
8,rentalNetProfitBeforeInterest,->,netProfit
9,rentalGrossYield,->,netProfit
10,rentalIncomeT+1,->,rentalGrossProfit
11,rentalIncomeT+1,->,actualRentalIncome
12,rentalIncomeT+1,->,LTV
13,rentalIncomeT+1,->,interestRate
14,propertyPurchaseValue,->,propertyValueT+1
15,LTV,->,propertyManagement
16,propertyValueT+1,->,interestTaxRelief
17,propertyValueT+1,->,borrowing
18,stampDutyTaxBand,->,rentalGrossYield
19,stampDutyTaxBand,->,propertyPurchaseValue
20,stampDutyTaxBand,->,LTV
21,stampDutyTaxBand,->,stampDutyTax
22,otherPropertyExpensesT+1,->,otherPropertyExpenses
23,propertyExpensesGrowth,->,LTV
24,rentalGrowth,->,rentalIncomeLoss%
25,capitalGrowth,->,rentalIncomeLoss%
26,capitalGrowth,->,capitalGains
27,interest,->,interestTaxRelief
28,interest,->,netProfit
29,interestRate,->,interestTaxRelief
30,borrowing,->,LTV
31,borrowing,->,interest
32,otherInterestFees,->,interest
