ID,Variable1,Dependency,Variable2
1,propertyManagement,->,interestRate
2,propertyExpenses,->,propertyManagement
3,rentalGrossProfit,->,actualRentalIncome
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalIncomeLoss%
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,netProfit
9,rentalNetProfitBeforeInterest,->,propertyExpensesGrowth
10,rentalNetProfitBeforeInterest,->,netProfit
11,rentalIncomeLoss%,->,rentalIncomeT+1
12,propertyPurchaseValue,->,rentalGrossProfit
13,propertyPurchaseValue,->,stampDutyTaxBand
14,propertyValueT+1,->,propertyPurchaseValue
15,propertyValueT+1,->,interestRate
16,stampDutyTaxBand,->,rentalGrossYield
17,stampDutyTaxBand,->,stampDutyTax
18,stampDutyTaxBand,->,capitalGains
19,capitalGains,->,capitalGrowth
20,otherPropertyExpensesT+1,->,otherPropertyExpenses
21,propertyExpensesGrowth,->,interestRate
22,rentalGrowth,->,rentalIncomeT+1
23,capitalGrowth,->,netProfit
24,incomeTax,->,rentalNetProfitBeforeInterest
25,interestTaxRelief,->,interest
26,interest,->,netProfit
27,interest,->,interestRate
28,interest,->,borrowing
29,borrowing,->,LTV
30,borrowing,->,propertyExpensesGrowth
31,otherInterestFees,->,rentalNetProfitBeforeInterest
